,Zone,Time,Value
0,PNW,1,1861.8789514775563
1,PNW,2,2170.758517832396
2,PNW,3,2500.152372982851
3,PNW,4,2538.00467440326
4,PNW,5,2193.1464166336123
5,PNW,6,1952.288860218911
6,PNW,7,1517.0082830725169
7,PNW,8,1803.8350650878992
8,PNW,9,2057.32778153782
9,PNW,10,1988.4010512958453
10,PNW,11,1898.0786177370887
11,PNW,12,2076.702203306195
12,PNW,13,2207.054069562083
13,PNW,14,2390.0761126535544
14,PNW,15,2370.974683904645
15,PNW,16,2532.261253522659
16,PNW,17,2637.021706943345
17,PNW,18,2769.1146802163685
18,PNW,19,2385.334853994267
19,PNW,20,1976.661941866691
20,PNW,21,1596.9764648140713
21,PNW,22,1293.3359410141645
22,PNW,23,1182.8461908078368
23,PNW,24,983.8479326780183
24,PNW,25,0.12014910998678552
25,PNW,26,0.24029821997357012
26,PNW,27,1.6820875398149882
27,PNW,28,5.887306389352488
28,PNW,29,46.689944186698
29,PNW,30,75.62185000901572
30,PNW,31,83.02303500086877
31,PNW,32,115.22299647732727
32,PNW,33,146.58191418387742
33,PNW,34,235.9328029218277
34,PNW,35,361.00001659962686
35,PNW,36,396.1556432484323
36,PNW,37,581.5937862020259
37,PNW,38,522.9850481504758
38,PNW,39,573.1833448362908
39,PNW,40,913.344926839388
40,PNW,41,1271.6461681224662
41,PNW,42,1565.9554170276542
42,PNW,43,2002.7454944069345
43,PNW,44,2756.324701569971
44,PNW,45,3047.774410457455
45,PNW,46,3838.5117392135016
46,PNW,47,4279.090517549937
47,PNW,48,4656.859353977811
