,Generator,Time,Value,Zones,Type,$/MWh
0,COYOTE_SPRINGS_1_GEN_1,1,0.0,PNW,Gas,66.4982774847
1,COYOTE_SPRINGS_1_GEN_1,2,0.0,PNW,Gas,66.4982774847
2,COYOTE_SPRINGS_1_GEN_1,3,0.0,PNW,Gas,66.4982774847
3,COYOTE_SPRINGS_1_GEN_1,4,0.0,PNW,Gas,66.4982774847
4,COYOTE_SPRINGS_1_GEN_1,5,0.0,PNW,Gas,66.4982774847
5,COYOTE_SPRINGS_1_GEN_1,6,0.0,PNW,Gas,66.4982774847
6,COYOTE_SPRINGS_1_GEN_1,7,0.0,PNW,Gas,66.4982774847
7,COYOTE_SPRINGS_1_GEN_1,8,0.0,PNW,Gas,66.4982774847
8,COYOTE_SPRINGS_1_GEN_1,9,0.0,PNW,Gas,66.4982774847
9,COYOTE_SPRINGS_1_GEN_1,10,0.0,PNW,Gas,66.4982774847
10,COYOTE_SPRINGS_1_GEN_1,11,0.0,PNW,Gas,66.4982774847
11,COYOTE_SPRINGS_1_GEN_1,12,0.0,PNW,Gas,66.4982774847
12,COYOTE_SPRINGS_1_GEN_1,13,0.0,PNW,Gas,66.4982774847
13,COYOTE_SPRINGS_1_GEN_1,14,0.0,PNW,Gas,66.4982774847
14,COYOTE_SPRINGS_1_GEN_1,15,0.0,PNW,Gas,66.4982774847
15,COYOTE_SPRINGS_1_GEN_1,16,0.0,PNW,Gas,66.4982774847
16,COYOTE_SPRINGS_1_GEN_1,17,0.0,PNW,Gas,66.4982774847
17,COYOTE_SPRINGS_1_GEN_1,18,0.0,PNW,Gas,66.4982774847
18,COYOTE_SPRINGS_1_GEN_1,19,0.0,PNW,Gas,66.4982774847
19,COYOTE_SPRINGS_1_GEN_1,20,0.0,PNW,Gas,66.4982774847
20,COYOTE_SPRINGS_1_GEN_1,21,0.0,PNW,Gas,66.4982774847
21,COYOTE_SPRINGS_1_GEN_1,22,0.0,PNW,Gas,66.4982774847
22,COYOTE_SPRINGS_1_GEN_1,23,0.0,PNW,Gas,66.4982774847
23,COYOTE_SPRINGS_1_GEN_1,24,0.0,PNW,Gas,66.4982774847
24,BEAVER_2,1,0.0,PNW,Gas,73.1672774847
25,BEAVER_2,2,0.0,PNW,Gas,73.1672774847
26,BEAVER_2,3,0.0,PNW,Gas,73.1672774847
27,BEAVER_2,4,0.0,PNW,Gas,73.1672774847
28,BEAVER_2,5,0.0,PNW,Gas,73.1672774847
29,BEAVER_2,6,0.0,PNW,Gas,73.1672774847
30,BEAVER_2,7,0.0,PNW,Gas,73.1672774847
31,BEAVER_2,8,0.0,PNW,Gas,73.1672774847
32,BEAVER_2,9,0.0,PNW,Gas,73.1672774847
33,BEAVER_2,10,0.0,PNW,Gas,73.1672774847
34,BEAVER_2,11,0.0,PNW,Gas,73.1672774847
35,BEAVER_2,12,0.0,PNW,Gas,73.1672774847
36,BEAVER_2,13,0.0,PNW,Gas,73.1672774847
37,BEAVER_2,14,0.0,PNW,Gas,73.1672774847
38,BEAVER_2,15,0.0,PNW,Gas,73.1672774847
39,BEAVER_2,16,0.0,PNW,Gas,73.1672774847
40,BEAVER_2,17,0.0,PNW,Gas,73.1672774847
41,BEAVER_2,18,0.0,PNW,Gas,73.1672774847
42,BEAVER_2,19,0.0,PNW,Gas,73.1672774847
43,BEAVER_2,20,0.0,PNW,Gas,73.1672774847
44,BEAVER_2,21,0.0,PNW,Gas,73.1672774847
45,BEAVER_2,22,0.0,PNW,Gas,73.1672774847
