,Constraint,Time,Value
0,Bal5Constraint,1,34.029529110380004
1,Bal5Constraint,2,34.029529110380004
2,Bal5Constraint,3,34.029529110380004
3,Bal5Constraint,4,34.029529110380004
4,Bal5Constraint,5,34.029529110380004
5,Bal5Constraint,6,34.029529110380004
6,Bal5Constraint,7,34.029529110380004
7,Bal5Constraint,8,34.029529110380004
8,Bal5Constraint,9,34.029529110380004
9,Bal5Constraint,10,34.029529110380004
10,Bal5Constraint,11,34.029529110380004
11,Bal5Constraint,12,34.029529110380004
12,Bal5Constraint,13,34.029529110380004
13,Bal5Constraint,14,34.029529110380004
14,Bal5Constraint,15,34.029529110380004
15,Bal5Constraint,16,34.029529110380004
16,Bal5Constraint,17,34.029529110380004
17,Bal5Constraint,18,34.02952911038
18,Bal5Constraint,19,34.02952911038002
19,Bal5Constraint,20,34.02952911038
20,Bal5Constraint,21,34.02952911038
21,Bal5Constraint,22,34.02952911038001
22,Bal5Constraint,23,34.029529110380004
23,Bal5Constraint,24,34.029529110380004
24,Bal5Constraint,25,26.89882911038
25,Bal5Constraint,26,26.89882911038
26,Bal5Constraint,27,26.89882911038
27,Bal5Constraint,28,26.89882911038
28,Bal5Constraint,29,26.89882911038
29,Bal5Constraint,30,26.89882911038
30,Bal5Constraint,31,26.89882911038
31,Bal5Constraint,32,26.89882911038
32,Bal5Constraint,33,26.89882911038
33,Bal5Constraint,34,26.89882911038
34,Bal5Constraint,35,26.89882911038
35,Bal5Constraint,36,26.89882911038
36,Bal5Constraint,37,26.89882911038
37,Bal5Constraint,38,26.89882911038
38,Bal5Constraint,39,26.89882911038
39,Bal5Constraint,40,26.89882911038
40,Bal5Constraint,41,26.89882911038
41,Bal5Constraint,42,26.89882911038
42,Bal5Constraint,43,26.89882911038
43,Bal5Constraint,44,26.89882911038
44,Bal5Constraint,45,26.89882911038
45,Bal5Constraint,46,26.89882911038
46,Bal5Constraint,47,26.89882911038
47,Bal5Constraint,48,21.318398406
