,0
0,15970.580602236232
1,15611.266791061917
2,15515.638617505147
3,15685.812405216224
4,16251.745870396753
5,17528.380470032935
6,19976.55397880643
7,21550.344852189
8,21623.53330134984
9,21325.991275647102
10,20926.382855904347
11,20476.979390723816
12,19998.276588112793
13,19553.099698723374
14,19115.218127398388
15,19408.12209686056
16,20971.425822758065
17,22702.07025815155
18,22774.036628728332
19,22305.85366485203
20,21493.499724807938
21,19971.583852914067
22,18158.382179159955
23,16761.771777663533
24,15950.82477393533
25,15630.4357121089
26,15584.098406335972
27,15736.663724400392
28,16293.30698436658
29,17665.529185865576
30,20391.26401382324
31,22013.214819793506
32,21974.967449585693
33,21510.777687195525
34,20935.249246966945
35,20389.299938954522
36,19799.973392581483
37,19287.761525166603
38,18928.271117715347
39,19248.435770232845
40,20876.544790731532
41,22803.85511588339
42,22878.344204150486
43,22453.09612444669
44,21710.96688682399
45,20306.46553560043
46,18342.007998528607
47,16933.225474499064
48,16153.807488648228
49,15841.326371700983
50,15852.866028684608
51,16082.266163509223
52,16666.349537814207
53,18237.48643875719
54,21130.68478179928
55,22809.4476663536
56,22886.63801234739
57,22317.03776913882
58,21598.917824997563
59,20837.508358697283
60,20154.717749009098
61,19753.574852545105
62,19423.361498725946
63,19749.968936346075
64,21246.59177397391
65,23128.078721843372
66,23223.437033202175
67,22891.84105554567
68,22057.970859263587
69,20427.64868718267
70,18383.22089797002
71,16892.54620448087
72,16100.625981758125
73,15773.65219404705
74,15741.248016393114
75,15948.697878591083
76,16627.7174182585
77,18296.350991822987
78,21374.207558325747
79,23028.378182544915
80,22762.405948650423
81,22272.954767268286
82,21890.466118847955
83,21504.023955343186
84,21133.664758692135
85,20818.03818587844
86,20574.243735597858
87,20805.675377312575
88,22004.83545330103
89,23231.101055545674
90,23018.908182544918
91,22344.56348607835
92,21306.90774305426
93,19578.698789967886
94,17741.60286817012
95,16365.490731106014
96,15461.10968752591
97,15052.539142272615
98,14916.773047299901
99,15036.740649162719
100,15641.638133709324
101,17178.71451583967
102,19875.560584015624
103,21605.106001531745
104,21442.320249575405
105,21020.26687527042
106,20699.36941418706
107,20482.679713254365
108,20208.466130757628
109,19967.252524797645
110,19804.86907712552
111,20040.41884547052
112,21254.31086521842
113,22466.158572487773
114,22215.18197918825
115,21487.977649201297
116,20535.157933737617
117,19140.70724210614
118,17733.727183626088
119,16535.469405967007
120,15117.288896086631
121,14668.105565730715
122,14404.231778019637
123,14340.299975039647
124,14597.981229788924
125,15307.705451391923
126,16451.321314709636
127,17377.370511360685
128,17749.846260339607
129,18054.832648424795
130,18252.76896909767
131,18297.850977292
132,18188.011525522714
133,17975.934495353846
134,17825.97698436658
135,18016.65175420029
136,18999.14546854423
137,20349.9969869879
138,20334.90835905339
139,19887.546834654877
140,19310.06572068505
141,18498.188168726134
142,17306.351897957156
143,16198.376128492413
144,15458.775996645218
145,15115.785542267471
146,15051.391388076781
147,15215.951798505459
148,15697.893440220176
149,16717.12619888214
150,18149.248863691137
151,19359.130089022336
152,19769.500654761447
153,19953.21729498746
154,19749.472226086444
155,19256.322410814955
156,18817.162481204683
157,18463.578259601683
158,18306.8586260813
159,18534.5750171439
160,19857.8785437819
161,21823.454873030933
162,22041.69966632788
163,21651.113140440666
164,20855.170546021396
165,19610.824278229837
166,17962.940385112222
167,16693.800437993545
168,15958.443935569567
169,15659.2708778403
170,15682.834530726763
171,15934.312405216224
172,16690.916623841804
173,18337.126383254552
174,21389.47881902986
175,23163.165925187182
176,22958.59738812822
177,22328.316435423665
178,21785.485435792627
179,21144.03121716705
180,20579.019601892993
181,20054.315611944992
182,19688.137373953337
183,20005.110589970456
184,21602.088402646346
185,23415.57434492994
186,23442.596628728337
187,22940.84259185385
188,22107.10230469622
189,20534.663099469017
190,18680.192179159956
191,17204.388444330198
192,16346.24552738038
193,16005.709045442232
194,15925.655826447688
195,16094.584477845443
196,16703.973651033248
197,18099.72993931063
198,20895.090360936774
199,22572.88148646017
200,22518.845942695592
201,21975.986614197347
202,21275.57440674351
203,20682.765852176137
204,20021.94747935987
205,19490.870771721555
206,19093.24369760363
207,19370.73061045628
208,20992.076297621632
209,22977.529956106828
210,23041.476784038772
211,22566.04687789174
212,21834.38764026904
213,20425.42327526528
214,18469.595418640325
215,17078.808807832396
216,16294.307488648228
217,15987.826371700983
218,15993.63527523956
219,16248.682830175889
220,16856.072117702486
221,18448.47826520042
222,21359.17918813079
223,23053.046159463498
224,23089.939838790622
225,22488.383362807304
226,21731.82631810746
227,20963.36911214234
228,20273.4992558992
229,19838.876678988338
230,19514.71665850251
231,19860.22710990284
232,21315.77070097573
233,23233.582808621755
234,23315.645526312073
235,22914.289229102436
236,22065.106019040155
237,20385.561267070952
238,18358.084231303354
239,16919.292117702487
240,16113.03189497974
241,15805.818860713716
242,15776.414683059782
243,15937.447878591083
244,16589.550751591836
245,18205.990238377937
246,21175.718311770797
247,22992.65560265663
248,22687.31186187204
249,22149.431433934955
250,21737.712032069572
251,21275.228795566618
252,20893.077338580424
253,20559.830446213593
254,20310.33524248796
255,20486.023870422472
256,21717.68319296588
257,23094.613315880822
258,22971.130762433204
259,22327.9842395234
260,21310.843656275876
261,19558.294383636374
262,17729.126201503455
263,16383.157397772678
264,15530.51968752591
265,15170.265808939283
266,15050.546380633235
267,15195.657315829387
268,15780.72964059943
269,17255.991935951388
270,19951.322844350776
271,21668.04858142003
272,21466.145409351968
273,21025.11536838032
274,20724.05124063029
275,20452.441973589517
276,20105.374623867527
277,19864.812524797642
278,19743.55757023542
279,19942.096265582237
280,21105.279358328324
281,22337.810079377872
282,22062.844559076537
283,21326.731735979683
284,20314.093846959233
285,18884.036488661088
286,17522.697183626085
287,16307.136072633675
288,15487.53575903538
289,15094.385762012798
290,15038.463753818472
291,15088.91108305464
292,15434.121560895624
293,16350.233451773745
294,17734.539540791622
295,18924.223322547867
296,19602.86594043038
297,20099.189678237548
298,20239.56835012113
299,19731.791780284853
300,19168.786946016255
301,18758.27923279206
302,18468.036608954717
303,18692.94149312721
304,19710.258672651682
305,21126.16117024056
306,20916.65475869214
307,20244.43602237367
308,19474.06482050571
309,18508.767887167236
310,17280.71536016027
311,16183.179180266845
312,15569.642472628531
313,15434.496676723124
314,15314.856380633237
315,15391.171769087383
316,15681.441698697658
317,16149.935644696592
318,17494.271551963368
319,18624.623645078416
320,19229.922657000945
321,19530.185620877244
322,19413.125277860876
323,19166.650279349582
324,18949.258819385963
325,18708.981264449638
326,18550.502909141767
327,18716.224665195274
328,19872.401457754302
329,21461.119616423977
330,21413.066901711085
331,20907.299578429745
332,20039.702281589078
333,18856.7128152888
334,17357.960587349145
335,16057.44189795716
336,15347.48023575662
337,15410.38343426534
338,15431.383229051
339,15596.354665551376
340,15849.189112854538
341,17431.11428418467
342,20296.46361530423
343,22143.0216566577
344,21947.839581051063
345,21393.72718886871
346,20901.480390354853
347,20328.871788861004
348,20010.112501334406
349,19673.800334852218
350,19457.173967252857
351,19697.48245738534
352,20918.78662015218
353,22637.164620534004
354,22667.05777211624
355,22152.699695389856
356,21377.364635421098
357,19823.78890132926
358,18012.8013583026
359,16679.144061461928
360,15876.941144512111
361,15550.437790692953
362,15487.377494603063
363,15665.284410433134
364,16261.074427941541
365,17645.42516947692
366,20468.658994826124
367,22208.92925256568
368,22212.360580682103
369,21809.61261829451
370,21317.746368011358
371,20661.43918253206
372,20057.782932248905
373,19616.80058401563
374,19447.000015299087
375,19864.681997052758
376,21105.820498738805
377,22560.021718115175
378,22541.03171811517
379,21987.49944027162
380,21128.33191475336
381,19538.88898922739
382,17785.72217915996
383,16867.326755689002
384,16015.778793301408
385,15590.184275608523
386,15458.54066964854
387,15540.926764621256
388,15623.818130731905
389,16811.295242844062
390,19224.32039333227
391,20795.268141573273
392,20800.610932630727
393,20513.3894551587
394,20073.924348263463
395,19616.513442485386
396,19231.346940061416
397,18904.234591828135
398,18599.168819385966
399,18830.7572186429
400,19972.861563160837
401,21689.17047229815
402,21658.602231329074
403,21107.90575236834
404,20242.797587743826
405,18800.02061938854
406,17607.104879341867
407,16315.584020490283
408,15556.558934080858
409,15295.187383241691
410,15132.796219367961
411,15249.183135198033
412,15576.175550843622
413,17044.855424595164
414,19765.764638398512
415,21499.532773604948
416,21362.609537102002
417,20944.328698736237
418,20519.947608229653
419,19914.18916800107
420,19504.445884571644
421,19116.051938572702
422,18940.179200396567
423,19183.1777814046
424,20454.05740003789
425,22286.357382173384
426,22432.398821651175
427,21985.475766899326
428,21206.301026483696
429,19619.934102077474
430,17800.6679311163
431,16467.595064070385
432,15684.9763247745
433,15383.14166927958
434,15356.820276728266
435,15574.700206338543
436,16289.385521425547
437,17994.580622365957
438,21279.50277955978
439,23072.54159782155
440,22717.074705454717
441,22086.1531136439
442,21427.55618030543
443,20741.935617543724
444,20156.268273776568
445,19699.571017907543
446,19408.283896863133
447,19716.309440627716
448,20967.350545665293
449,22786.40431848928
450,22902.981990741817
451,22333.59868682656
452,21538.49316950264
453,20213.991082342436
454,18654.21093596425
455,17360.367154208005
456,16551.496292379004
457,16196.172642469957
458,16095.28684358713
459,16201.753258112974
460,16647.180059604256
461,17688.74911845327
462,19224.31936166184
463,20715.372043979238
464,21618.551894267537
465,22038.669947530678
466,21942.60497248263
467,21523.630000412
468,21107.080440258753
469,20640.562797424293
470,20262.23830319465
471,20448.152592209954
472,21452.629519593596
473,22695.092978819288
474,22468.550014942986
475,21837.312829463688
476,20904.033958320604
477,19568.599792576344
478,18074.383272643965
479,16936.09958176327
480,16094.89728045647
481,15671.59591434582
482,15499.432079708258
483,15555.759065928056
484,15891.198813787232
485,16750.948467793445
486,17970.233439864074
487,19075.762794802977
488,19613.888998159644
489,19980.084952352907
490,19991.447212688057
491,19617.79374453011
492,19158.10749126954
493,18665.20781380009
494,18310.287130744764
495,18350.6529970399
496,19082.906438757185
497,20685.113457016378
498,20739.311677499627
499,20184.53428680599
500,19432.818792945305
501,18466.838845826624
502,17198.619789955028
503,16075.539089391295
504,15381.061856985512
505,15073.009781378876
506,14970.079804842117
507,15069.975899814834
508,15666.343064808309
509,16991.792965000503
510,18907.265213425984
511,20474.030038762332
512,20952.295350871915
513,21270.327262235864
514,21271.520662981497
515,20992.820003389414
516,20490.211492771108
517,20028.339511017442
518,19728.946271537076
519,19610.979789598925
520,20434.32359184099
521,21662.62670805031
522,21393.377693150363
523,20646.431536720174
524,19605.48285030561
525,18177.933436886655
526,16839.833287531055
527,15601.883182124517
528,14710.574923647035
529,14307.070930721618
530,14177.86042941739
531,14216.30353407314
532,14627.964170201987
533,15754.324639110715
534,17593.404940799337
535,19075.193052542527
536,19231.280613433704
537,19074.964339687307
538,18763.925758679277
539,18336.37674377933
540,17936.13252217633
541,17508.01777580586
542,17232.538256624266
543,17322.33667934444
544,18016.22117059667
545,19585.86796017827
546,19640.997667065807
547,19164.470686800843
548,18446.66836798564
549,17546.147280456473
550,16195.504504286102
551,15027.962138544412
552,14281.177623828946
553,14072.04580036313
554,13844.15089272739
555,13922.844431275062
556,14293.593126621883
557,15335.666084543347
558,17133.698168726132
559,18572.466054769167
560,18720.928068918332
561,18633.23736537718
562,18558.59054042266
563,18345.90118250634
564,18230.15620745829
565,18058.025753080547
566,17915.201827567435
567,18018.270182875298
568,18613.06362459259
569,19848.224685681096
570,19943.624228325938
571,19466.36914191651
572,18766.386500570763
573,17692.754178778137
574,16324.67311471221
575,15077.253877089515
576,14235.667650269603
577,13862.987219355098
578,13817.635416375111
579,13947.58313257672
580,14512.437741145155
581,15962.19197727914
582,18234.18442496412
583,19702.14205886633
584,19325.662997039897
585,18892.10843539795
586,18632.170012677772
587,18228.008074873167
588,17967.053305039462
589,17793.272598520896
590,17619.334061461926
591,17694.189540791624
592,18338.5322525271
593,19849.172055888914
594,20016.77335756467
595,19588.030508027165
596,18863.990173943046
597,17821.22367449649
598,16477.73573854956
599,15232.894102789676
600,14483.66118583986
601,14134.097192914443
602,14035.09141749486
603,14157.770230157888
604,14755.58556870813
605,16256.956791061913
606,18555.051818635184
607,20076.409200396563
608,19742.87616613054
609,19146.75409350132
610,18647.810924410678
611,18102.411135579856
612,17750.089174312012
613,17452.683560157697
614,17258.470616767223
615,17209.388790323992
616,17800.48282719847
617,19218.52233744782
618,19406.955031674886
619,18916.894078970334
620,18387.187004852403
621,17497.862604475726
622,16373.163387338858
623,15279.662572436335
624,14518.66620781439
625,14129.8533113504
626,13984.36249049304
627,14043.07185138678
628,14415.159224572011
629,15324.454152693577
630,16705.06455716742
631,17897.03395605539
632,18293.159109877124
633,18544.115635764338
634,18400.613077850587
635,18085.034791443737
636,17666.36134674903
637,17266.576919931693
638,17002.612583989907
639,17021.0734283105
640,17593.795500939723
641,18726.228074873172
642,18826.281340794194
643,18392.54533967445
644,17861.52461267006
645,17040.527928494983
646,15941.339670017504
647,14938.564105767098
648,14259.751780997054
649,13929.454569077094
650,13752.59644244681
651,13809.320963117114
652,14122.077058089828
653,14971.431461443926
654,16193.32118286244
655,17192.846999253674
656,17615.98429907176
657,17786.794706523026
658,17741.249294605634
659,17519.03438696989
660,17227.10475344951
661,16887.624413410555
662,16652.48770279482
663,16738.22608156593
664,17409.83447784544
665,18683.411774686112
666,18918.189490887722
667,18615.04319070067
668,18139.597828687183
669,17222.20998063838
670,15969.222408193642
