,Zone,Time,Value
0,SDGE,1,2.66193764915656
1,SDGE,2,2.419943317415055
2,SDGE,3,2.0972842084263807
3,SDGE,4,1.4519659904490325
4,SDGE,5,1.5326307676962012
5,SDGE,6,1.693960322190538
6,SDGE,7,2.1779489856735497
7,SDGE,8,3.952574085111256
8,SDGE,9,2.419943317415055
9,SDGE,10,3.549250198875413
10,SDGE,11,1.61329554494337
11,SDGE,12,1.8552898766848749
12,SDGE,13,2.9845967581452344
13,SDGE,14,7.4211595067394995
14,SDGE,15,13.632347354771476
15,SDGE,16,25.006080946622234
16,SDGE,17,52.67409954240102
17,SDGE,18,65.82245823368949
18,SDGE,19,74.05026551290067
19,SDGE,20,79.93879425194397
20,SDGE,21,123.65910351990931
21,SDGE,22,164.23348647523505
22,SDGE,23,192.38549373449683
23,SDGE,24,189.80422086258747
24,SCE,1,16.75711569305113
25,SCE,2,15.233741539137396
26,SCE,3,13.202576000585742
27,SCE,4,9.140244923482435
28,SCE,5,9.648036308120348
29,SCE,6,10.663619077396174
30,SCE,7,13.710367385223655
31,SCE,8,24.881777847257744
32,SCE,9,15.233741539137396
33,SCE,10,22.342820924068175
34,SCE,11,10.155827692758264
35,SCE,12,11.679201846672
36,SCE,13,18.788281231602788
37,SCE,14,46.716807386688
38,SCE,15,85.81674400380732
39,SCE,16,157.41532923775307
40,SCE,17,331.58777416855725
41,SCE,18,414.35776986453715
42,SCE,19,466.15249109760424
43,SCE,20,503.2212621761719
44,SCE,21,778.4441926499209
45,SCE,22,1033.863259122791
46,SCE,23,1211.0824523614226
47,SCE,24,1194.8331280530097
48,PGE_bay,1,4.451108855966707
49,PGE_bay,2,4.04646259633337
50,PGE_bay,3,3.5069342501555876
51,PGE_bay,4,2.427877557800022
52,PGE_bay,5,2.562759644344468
53,PGE_bay,6,2.8325238174333585
54,PGE_bay,7,3.6418163367000336
55,PGE_bay,8,6.6092222406778385
56,PGE_bay,9,4.04646259633337
57,PGE_bay,10,5.934811807955608
58,PGE_bay,11,2.697641730888914
59,PGE_bay,12,3.10228799052225
60,PGE_bay,13,4.99063720214449
61,PGE_bay,14,12.409151962089
62,PGE_bay,15,22.79507262601132
63,PGE_bay,16,41.81344682877816
64,PGE_bay,17,88.07800251352302
65,PGE_bay,18,110.06378262026767
66,PGE_bay,19,123.82175544780112
67,PGE_bay,20,133.66814776554565
68,PGE_bay,21,206.77423867263522
69,PGE_bay,22,274.6199282044914
70,PGE_bay,23,321.69377640850286
71,PGE_bay,24,317.3775496390807
72,PGE_valley,1,2.3739247231822436
73,PGE_valley,2,2.158113384711131
74,PGE_valley,3,1.8703649334163135
75,PGE_valley,4,1.2948680308266782
76,PGE_valley,5,1.3668051436503827
77,PGE_valley,6,1.5106793692977911
78,PGE_valley,7,1.9423020462400178
79,PGE_valley,8,3.5249185283615136
80,PGE_valley,9,2.158113384711131
81,PGE_valley,10,3.1652329642429913
82,PGE_valley,11,1.4387422564740873
83,PGE_valley,12,1.6545535949452
84,PGE_valley,13,2.661673174477061
85,PGE_valley,14,6.6182143797808
86,PGE_valley,15,12.157372067206037
87,PGE_valley,16,22.300504975348353
88,PGE_valley,17,46.97493467387894
89,PGE_valley,18,58.700684064142756
90,PGE_valley,19,66.0382695721606
91,PGE_valley,20,71.28967880829101
92,PGE_valley,21,110.27959395873879
93,PGE_valley,22,146.46396170906206
94,PGE_valley,23,171.57001408453488
95,PGE_valley,24,169.26802647417637
96,SDGE,25,23.230666993650797
97,SDGE,26,32.07678190845159
98,SDGE,27,33.46139119946389
99,SDGE,28,40.845974084862824
100,SDGE,29,20.61529388840534
101,SDGE,30,23.69220342398823
102,SDGE,31,50.53823912194892
103,SDGE,32,102.61493301168929
104,SDGE,33,78.2304249421949
105,SDGE,34,90.38421760774727
106,SDGE,35,139.6147701770735
107,SDGE,36,159.69160489675184
108,SDGE,37,161.15313692615368
109,SDGE,38,145.999357463408
110,SDGE,39,114.69180293885212
111,SDGE,40,96.84572763247137
112,SDGE,41,121.23023570196574
113,SDGE,42,139.46092470029436
114,SDGE,43,146.15320294018713
115,SDGE,44,129.53789144803957
116,SDGE,45,135.46094230403662
117,SDGE,46,127.23020929635237
118,SDGE,47,122.92253594653634
119,SDGE,48,95.76880929501735
120,SCE,25,146.23895287806403
121,SCE,26,201.92597135812153
122,SCE,27,210.64220033760876
123,SCE,28,257.1287548948742
124,SCE,29,129.7749648056992
125,SCE,30,149.1443625378931
126,SCE,31,318.14235775128503
127,SCE,32,645.969414368667
128,SCE,33,492.4669373410302
129,SCE,34,568.9760583831959
130,SCE,35,878.8864220982988
131,SCE,36,1005.2717423008639
132,SCE,37,1014.4722062236559
133,SCE,38,919.0779223926011
134,SCE,39,721.9943004675281
135,SCE,40,609.6517936208033
136,SCE,41,763.15427064844
137,SCE,42,877.917952211689
138,SCE,43,920.0463922792109
139,SCE,44,815.4516445253638
140,SCE,45,852.737735159837
141,SCE,46,800.9245962262182
142,SCE,47,773.8074394011468
143,SCE,48,602.8725044145355
144,PGE_bay,25,38.84472185823576
145,PGE_bay,26,53.63658614200103
146,PGE_bay,27,55.951834464677326
147,PGE_bay,28,68.29982551895095
148,PGE_bay,29,34.47147502651384
149,PGE_bay,30,39.61647129912786
150,PGE_bay,31,84.50656377768509
151,PGE_bay,32,171.58562569167717
152,PGE_bay,33,130.81153023121115
153,PGE_bay,34,151.1342655080364
154,PGE_bay,35,233.4542058698606
155,PGE_bay,36,267.025306548667
156,PGE_bay,37,269.4691797781586
157,PGE_bay,38,244.13007313553464
158,PGE_bay,39,191.77973606168715
159,PGE_bay,40,161.93875768052587
160,PGE_bay,41,202.71285314099188
161,PGE_bay,42,233.19695605622988
162,PGE_bay,43,244.38732294916537
163,PGE_bay,44,216.60434307704975
164,PGE_bay,45,226.5084609018317
165,PGE_bay,46,212.7455958725892
166,PGE_bay,47,205.54260109092962
167,PGE_bay,48,160.138008985111
168,PGE_valley,25,20.71718499105907
169,PGE_valley,26,28.606179275733883
170,PGE_valley,27,29.84097838116124
171,PGE_valley,28,36.42657361010717
172,PGE_valley,29,18.384786680807384
173,PGE_valley,30,21.12878469286819
174,PGE_valley,31,45.07016734809871
175,PGE_valley,32,91.51233370222782
176,PGE_valley,33,69.76614945664593
177,PGE_valley,34,80.60494160428608
178,PGE_valley,35,124.508909797259
