,Generator,Time,Value,Zones,Type,$/MWh
0,YUBACT_6_UNITA1,1,0.0,PGE_valley,Gas,51.120200000000004
1,YUBACT_6_UNITA1,2,0.0,PGE_valley,Gas,51.120200000000004
2,YUBACT_6_UNITA1,3,0.0,PGE_valley,Gas,51.120200000000004
3,YUBACT_6_UNITA1,4,0.0,PGE_valley,Gas,51.120200000000004
4,YUBACT_6_UNITA1,5,0.0,PGE_valley,Gas,51.120200000000004
5,YUBACT_6_UNITA1,6,0.0,PGE_valley,Gas,51.120200000000004
6,YUBACT_6_UNITA1,7,0.0,PGE_valley,Gas,51.120200000000004
7,YUBACT_6_UNITA1,8,0.0,PGE_valley,Gas,51.120200000000004
8,YUBACT_6_UNITA1,9,0.0,PGE_valley,Gas,51.120200000000004
9,YUBACT_6_UNITA1,10,0.0,PGE_valley,Gas,51.120200000000004
10,YUBACT_6_UNITA1,11,0.0,PGE_valley,Gas,51.120200000000004
11,YUBACT_6_UNITA1,12,0.0,PGE_valley,Gas,51.120200000000004
12,YUBACT_6_UNITA1,13,0.0,PGE_valley,Gas,51.120200000000004
13,YUBACT_6_UNITA1,14,0.0,PGE_valley,Gas,51.120200000000004
14,YUBACT_6_UNITA1,15,0.0,PGE_valley,Gas,51.120200000000004
15,YUBACT_6_UNITA1,16,0.0,PGE_valley,Gas,51.120200000000004
16,YUBACT_6_UNITA1,17,0.0,PGE_valley,Gas,51.120200000000004
17,YUBACT_6_UNITA1,18,0.0,PGE_valley,Gas,51.120200000000004
18,YUBACT_6_UNITA1,19,0.0,PGE_valley,Gas,51.120200000000004
19,YUBACT_6_UNITA1,20,0.0,PGE_valley,Gas,51.120200000000004
20,YUBACT_6_UNITA1,21,0.0,PGE_valley,Gas,51.120200000000004
21,YUBACT_6_UNITA1,22,0.0,PGE_valley,Gas,51.120200000000004
22,YUBACT_6_UNITA1,23,0.0,PGE_valley,Gas,51.120200000000004
23,YUBACT_6_UNITA1,24,0.0,PGE_valley,Gas,51.120200000000004
24,HENRTA_6_UNITA2,1,0.0,PGE_valley,Gas,35.1364
25,HENRTA_6_UNITA2,2,0.0,PGE_valley,Gas,35.1364
26,HENRTA_6_UNITA2,3,0.0,PGE_valley,Gas,35.1364
27,HENRTA_6_UNITA2,4,0.0,PGE_valley,Gas,35.1364
28,HENRTA_6_UNITA2,5,0.0,PGE_valley,Gas,35.1364
29,HENRTA_6_UNITA2,6,0.0,PGE_valley,Gas,35.1364
30,HENRTA_6_UNITA2,7,0.0,PGE_valley,Gas,35.1364
31,HENRTA_6_UNITA2,8,0.0,PGE_valley,Gas,35.1364
32,HENRTA_6_UNITA2,9,0.0,PGE_valley,Gas,35.1364
33,HENRTA_6_UNITA2,10,0.0,PGE_valley,Gas,35.1364
34,HENRTA_6_UNITA2,11,0.0,PGE_valley,Gas,35.1364
35,HENRTA_6_UNITA2,12,0.0,PGE_valley,Gas,35.1364
36,HENRTA_6_UNITA2,13,0.0,PGE_valley,Gas,35.1364
37,HENRTA_6_UNITA2,14,0.0,PGE_valley,Gas,35.1364
38,HENRTA_6_UNITA2,15,0.0,PGE_valley,Gas,35.1364
39,HENRTA_6_UNITA2,16,0.0,PGE_valley,Gas,35.1364
40,HENRTA_6_UNITA2,17,0.0,PGE_valley,Gas,35.1364
41,HENRTA_6_UNITA2,18,0.0,PGE_valley,Gas,35.1364
42,HENRTA_6_UNITA2,19,0.0,PGE_valley,Gas,35.1364
43,HENRTA_6_UNITA2,20,0.0,PGE_valley,Gas,35.1364
44,HENRTA_6_UNITA2,21,0.0,PGE_valley,Gas,35.1364
45,HENRTA_6_UNITA2,22,0.0,PGE_valley,Gas,35.1364
46,HENRTA_6_UNITA2,23,0.0,PGE_valley,Gas,35.1364
47,HENRTA_6_UNITA2,24,0.0,PGE_valley,Gas,35.1364
48,PNOCHE_1_PL1X2,1,0.0,PGE_valley,Gas,56.059799999999996
49,PNOCHE_1_PL1X2,2,0.0,PGE_valley,Gas,56.059799999999996
50,PNOCHE_1_PL1X2,3,0.0,PGE_valley,Gas,56.059799999999996
51,PNOCHE_1_PL1X2,4,0.0,PGE_valley,Gas,56.059799999999996
52,PNOCHE_1_PL1X2,5,0.0,PGE_valley,Gas,56.059799999999996
53,PNOCHE_1_PL1X2,6,0.0,PGE_valley,Gas,56.059799999999996
