,fd1,fd2,fd3,fd4,fd5,fd6,fd7
0,1747.3780678350158,1615.0952330154978,1482.8123981959798,1350.5295633764617,1218.2467285569437,1085.9638937374257,953.6810589179076
1,1615.0952330154978,1482.8123981959798,1350.5295633764617,1218.2467285569437,1085.9638937374257,953.6810589179076,821.3982240983896
2,1482.8123981959798,1350.5295633764617,1218.2467285569437,1085.9638937374257,953.6810589179076,821.3982240983896,689.1153892788716
3,1350.5295633764617,1218.2467285569437,1085.9638937374257,953.6810589179076,821.3982240983896,689.1153892788716,556.8325544593536
4,1218.2467285569437,1085.9638937374257,953.6810589179076,821.3982240983896,689.1153892788716,556.8325544593536,424.54971963983553
5,1085.9638937374257,953.6810589179076,821.3982240983896,689.1153892788716,556.8325544593536,424.54971963983553,292.2668848203175
6,953.6810589179076,821.3982240983896,689.1153892788716,556.8325544593536,424.54971963983553,292.2668848203175,159.98405000079947
7,821.3982240983896,689.1153892788716,556.8325544593536,424.54971963983553,292.2668848203175,159.98405000079947,149.637113999999
8,689.1153892788716,556.8325544593536,424.54971963983553,292.2668848203175,159.98405000079947,149.637113999999,149.637113999999
9,556.8325544593536,424.54971963983553,292.2668848203175,159.98405000079947,149.637113999999,149.637113999999,149.637113999999
10,424.54971963983553,292.2668848203175,159.98405000079947,149.637113999999,149.637113999999,149.637113999999,149.637113999999
11,292.2668848203175,159.98405000079947,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999
12,159.98405000079947,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999
13,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999
14,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999,325.7603818746003
15,149.637113999999,149.637113999999,149.637113999999,149.637113999999,149.637113999999,325.7603818746003,617.2228752590894
16,149.637113999999,149.637113999999,149.637113999999,149.637113999999,325.7603818746003,617.2228752590894,908.6853686435784
17,149.637113999999,149.637113999999,149.637113999999,325.7603818746003,617.2228752590894,908.6853686435784,1200.1478620280675
18,149.637113999999,149.637113999999,325.7603818746003,617.2228752590894,908.6853686435784,1200.1478620280675,1491.6103554125564
19,149.637113999999,325.7603818746003,617.2228752590894,908.6853686435784,1200.1478620280675,1491.6103554125564,1588.2251450335452
20,325.7603818746003,617.2228752590894,908.6853686435784,1200.1478620280675,1491.6103554125564,1588.2251450335452,1588.2251450335452
21,617.2228752590894,908.6853686435784,1200.1478620280675,1491.6103554125564,1588.2251450335452,1588.2251450335452,1588.2251450335452
22,908.6853686435784,1200.1478620280675,1491.6103554125564,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
23,1200.1478620280675,1491.6103554125564,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
24,1491.6103554125564,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
25,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
26,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
27,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
28,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
29,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
30,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
31,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
32,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
33,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
34,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
35,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
36,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
37,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
38,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452
39,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.6948436998016
40,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.6948436998016,1589.583666935879
41,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.6948436998016,1589.583666935879,1590.472490171956
42,1588.2251450335452,1588.2251450335452,1588.2251450335452,1588.6948436998016,1589.583666935879,1590.472490171956,1591.3613134080333
43,1588.2251450335452,1588.2251450335452,1588.6948436998016,1589.583666935879,1590.472490171956,1591.3613134080333,1592.2501366441104
44,1588.2251450335452,1588.6948436998016,1589.583666935879,1590.472490171956,1591.3613134080333,1592.2501366441104,1593.1389598801877
45,1588.6948436998016,1589.583666935879,1590.472490171956,1591.3613134080333,1592.2501366441104,1593.1389598801877,1594.0277831162648
46,1589.583666935879,1590.472490171956,1591.3613134080333,1592.2501366441104,1593.1389598801877,1594.0277831162648,1594.9166063523421
47,1590.472490171956,1591.3613134080333,1592.2501366441104,1593.1389598801877,1594.0277831162648,1594.9166063523421,1595.8054295884192
48,1591.3613134080333,1592.2501366441104,1593.1389598801877,1594.0277831162648,1594.9166063523421,1595.8054295884192,1596.6942528244965
49,1592.2501366441104,1593.1389598801877,1594.0277831162648,1594.9166063523421,1595.8054295884192,1596.6942528244965,1597.5830760605738
50,1593.1389598801877,1594.0277831162648,1594.9166063523421,1595.8054295884192,1596.6942528244965,1597.5830760605738,1598.471899296651
51,1594.0277831162648,1594.9166063523421,1595.8054295884192,1596.6942528244965,1597.5830760605738,1598.471899296651,1599.3607225327282
52,1594.9166063523421,1595.8054295884192,1596.6942528244965,1597.5830760605738,1598.471899296651,1599.3607225327282,1600.2495457688053
53,1595.8054295884192,1596.6942528244965,1597.5830760605738,1598.471899296651,1599.3607225327282,1600.2495457688053,1601.1383690048826
54,1596.6942528244965,1597.5830760605738,1598.471899296651,1599.3607225327282,1600.2495457688053,1601.1383690048826,1602.0271922409597
55,1597.5830760605738,1598.471899296651,1599.3607225327282,1600.2495457688053,1601.1383690048826,1602.0271922409597,1602.916015477037
56,1598.471899296651,1599.3607225327282,1600.2495457688053,1601.1383690048826,1602.0271922409597,1602.916015477037,1603.8048387131141
57,1599.3607225327282,1600.2495457688053,1601.1383690048826,1602.0271922409597,1602.916015477037,1603.8048387131141,1604.6936619491914
58,1600.2495457688053,1601.1383690048826,1602.0271922409597,1602.916015477037,1603.8048387131141,1604.6936619491914,1605.5824851852685
59,1601.1383690048826,1602.0271922409597,1602.916015477037,1603.8048387131141,1604.6936619491914,1605.5824851852685,1606.4713084213458
60,1602.0271922409597,1602.916015477037,1603.8048387131141,1604.6936619491914,1605.5824851852685,1606.4713084213458,1607.360131657423
61,1602.916015477037,1603.8048387131141,1604.6936619491914,1605.5824851852685,1606.4713084213458,1607.360131657423,1608.2489548935002
62,1603.8048387131141,1604.6936619491914,1605.5824851852685,1606.4713084213458,1607.360131657423,1608.2489548935002,1609.1377781295773
63,1604.6936619491914,1605.5824851852685,1606.4713084213458,1607.360131657423,1608.2489548935002,1609.1377781295773,1610.0266013656546
64,1605.5824851852685,1606.4713084213458,1607.360131657423,1608.2489548935002,1609.1377781295773,1610.0266013656546,1610.915424601732
65,1606.4713084213458,1607.360131657423,1608.2489548935002,1609.1377781295773,1610.0266013656546,1610.915424601732,1611.804247837809
66,1607.360131657423,1608.2489548935002,1609.1377781295773,1610.0266013656546,1610.915424601732,1611.804247837809,1612.6930710738864
67,1608.2489548935002,1609.1377781295773,1610.0266013656546,1610.915424601732,1611.804247837809,1612.6930710738864,1613.5818943099634
68,1609.1377781295773,1610.0266013656546,1610.915424601732,1611.804247837809,1612.6930710738864,1613.5818943099634,1614.4707175460408
69,1610.0266013656546,1610.915424601732,1611.804247837809,1612.6930710738864,1613.5818943099634,1614.4707175460408,1615.3595407821178
70,1610.915424601732,1611.804247837809,1612.6930710738864,1613.5818943099634,1614.4707175460408,1615.3595407821178,1616.2483640181952
71,1611.804247837809,1612.6930710738864,1613.5818943099634,1614.4707175460408,1615.3595407821178,1616.2483640181952,1617.1371872542722
72,1612.6930710738864,1613.5818943099634,1614.4707175460408,1615.3595407821178,1616.2483640181952,1617.1371872542722,1618.0260104903496
73,1613.5818943099634,1614.4707175460408,1615.3595407821178,1616.2483640181952,1617.1371872542722,1618.0260104903496,1618.9148337264267
74,1614.4707175460408,1615.3595407821178,1616.2483640181952,1617.1371872542722,1618.0260104903496,1618.9148337264267,1619.803656962504
75,1615.3595407821178,1616.2483640181952,1617.1371872542722,1618.0260104903496,1618.9148337264267,1619.803656962504,1620.692480198581
76,1616.2483640181952,1617.1371872542722,1618.0260104903496,1618.9148337264267,1619.803656962504,1620.692480198581,1621.5813034346584
77,1617.1371872542722,1618.0260104903496,1618.9148337264267,1619.803656962504,1620.692480198581,1621.5813034346584,1622.4701266707357
78,1618.0260104903496,1618.9148337264267,1619.803656962504,1620.692480198581,1621.5813034346584,1622.4701266707357,1623.3589499068128
79,1618.9148337264267,1619.803656962504,1620.692480198581,1621.5813034346584,1622.4701266707357,1623.3589499068128,1624.24777314289
