,index,Path3,Path8,Path14,Path65,Path66
0,87600,0.0,6755.976069626083,8055.687961576732,0.0,0.0
1,87624,0.0,6639.2292758968615,0.0,0.0,0.0
2,87648,0.0,10196.294805789747,14461.330116041308,0.0,0.0
3,87672,1412.276782508033,6194.602426530079,6947.370675219626,0.0,0.0
4,87696,6620.638340678138,12268.955095402554,1432.1497618122444,0.0,0.0
5,87720,0.0,11617.869038715458,14616.803936309516,0.0,0.0
6,87744,0.0,12112.072519094036,1214.1939016340234,0.0,0.0
7,87768,0.0,22666.780701945965,6041.3653441041915,0.0,0.0
8,87792,0.0,10751.987985698463,0.0,0.0,0.0
9,87816,0.0,5270.9830816915255,4529.5607581199365,0.0,0.0
10,87840,0.0,6445.5606344490625,372.4028767167324,0.0,0.0
11,87864,0.0,11725.58761888885,5735.524911197974,0.0,0.0
12,87888,0.0,2504.9654398290522,0.0,0.0,0.0
13,87912,0.0,18264.865502887355,11130.214799689638,0.0,0.0
14,87936,0.0,8978.201971512553,0.0,0.0,0.0
15,87960,0.0,0.0,0.0,0.0,0.0
16,87984,0.0,2263.2212418186627,337.06200805515914,0.0,0.0
17,88008,0.0,6592.511364259029,8033.98800728066,0.0,0.0
18,88032,0.0,5988.799543706323,14551.302991727758,0.0,0.0
19,88056,0.0,6886.960907626833,13663.743347119314,0.0,0.0
20,88080,0.0,18370.338924407966,17620.081965637808,0.0,0.0
21,88104,0.0,7516.9093620774465,3653.191066476255,0.0,0.0
22,88128,0.0,14128.306048255294,8930.752555881465,0.0,0.0
23,88152,16460.743216904237,15978.957823488363,8339.044063481708,0.0,0.0
24,88176,0.0,14398.789486372243,15631.393302828295,0.0,0.0
25,88200,0.0,2865.7979580608926,10803.30866859802,0.0,0.0
26,88224,0.0,10743.841389022207,12542.891162888282,0.0,0.0
27,88248,0.0,2570.6501461528196,10243.352019934946,0.0,0.0
28,88272,0.0,5216.407546154611,11641.748339998889,0.0,0.0
29,88296,0.0,7901.867589078068,3808.285952998204,0.0,0.0
30,88320,0.0,4723.289813820619,11779.251982344014,0.0,0.0
31,88344,0.0,10986.376923657184,13571.390926965123,0.0,0.0
32,88368,0.0,11543.360503466167,10513.951092741145,0.0,0.0
33,88392,0.0,6543.921468099442,11720.543677588674,0.0,0.0
34,88416,0.0,7755.5645007007515,25483.775621391644,0.0,0.0
35,88440,0.0,5021.345456430273,14492.99402741219,0.0,0.0
36,88464,0.0,18401.25806525574,9532.570006691389,0.0,0.0
37,88488,0.0,8986.372633464744,9550.101445413224,0.0,0.0
38,88512,0.0,8110.499835178425,10832.680747827391,0.0,0.0
39,88536,0.0,1523.2885136891618,15111.585219470344,0.0,0.0
40,88560,0.0,6891.93132345192,8840.868832706656,0.0,0.0
41,88584,0.0,13685.160800135902,16783.63241891806,0.0,0.0
42,88608,0.0,11107.840629048733,10646.441770272042,0.0,0.0
43,88632,0.0,17316.919352240504,33322.29052541872,0.0,0.0
44,88656,0.0,8546.202935153779,15352.857422781748,7334.671795288214,0.0
45,88680,0.0,0.0,5801.057027546636,0.0,0.0
46,88704,0.0,5126.404706087486,9506.748304008379,0.0,0.0
47,88728,8475.831059049495,4105.107718595311,22226.26750580202,0.0,0.0
48,88752,1412.0291577000523,6116.94645431743,20172.856791539318,0.0,0.0
49,88776,0.0,12847.303466892623,11550.519916238383,11312.915687733697,0.0
50,88800,2910.709560616793,12195.921769900906,11251.908092331245,5680.046813400315,0.0
51,88824,0.0,11232.905874005894,3601.964794239725,0.0,0.0
52,88848,0.0,16603.865540274837,2631.9031165960014,0.0,0.0
53,88872,0.0,14529.761855463854,12269.479227746524,0.0,0.0
54,88896,0.0,11665.495483496055,11333.744553735962,0.0,0.0
55,88920,0.0,9277.869441748768,13083.593925955976,0.0,0.0
56,88944,0.0,16122.701963019661,17944.275685611472,0.0,0.0
57,88968,0.0,21679.5750067717,11766.430886264607,0.0,0.0
58,88992,0.0,8914.094740627264,22146.78063820255,0.0,0.0
59,89016,0.0,21123.578580639893,21043.344278578363,0.0,0.0
60,89040,0.0,7267.582399720436,15943.908924515888,0.0,0.0
61,89064,2989.321052623339,5127.772424603247,15644.517203325948,0.0,0.0
62,89088,0.0,11308.05434426775,15605.390114125343,0.0,0.0
63,89112,0.0,20861.896474100617,20934.825320252257,0.0,0.0
