,fd1,fd2,fd3,fd4,fd5,fd6,fd7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,2848.269107714872
3,0.0,0.0,0.0,0.0,0.0,5891.453357401488,0.0
4,2480.6080071406873,0.0,0.0,0.0,8782.41142742937,0.0,0.0
5,0.0,0.0,0.0,15628.696103432392,0.0,0.0,9129.242193942933
6,0.0,3641.899583686243,18722.445727610095,220.3616530014587,0.0,12230.898300303465,0.0
7,17862.32477120978,22398.879702501632,2841.4632057746385,0.0,14859.812955476124,0.0,0.0
8,36540.98009205622,4604.1059792321785,0.0,16269.564009328002,0.0,0.0,0.0
9,18440.73047197287,0.0,16762.11486254322,0.0,0.0,0.0,11375.99460556803
10,10522.54194034615,18428.6164279507,0.0,0.0,0.0,10670.022878564072,6537.598050202336
11,32840.24080852431,0.0,0.0,2727.4805680388417,13890.41089726165,9748.596396664892,13865.789319641983
12,5681.362587814457,1489.3838114172709,3527.397778977236,14789.955739185358,10577.791016194758,14789.899166830024,0.0
13,16174.318436487396,7414.368101556753,16998.664339971598,12625.269831513871,16900.413456272312,498.4827322458333,0.0
14,21536.602538605963,18951.71952059234,14410.676484923175,18331.523209767023,1897.5259105376063,0.0,0.0
15,33002.39709596595,13416.406614279103,18317.063737308596,1844.7275923073726,0.0,0.0,6453.764869941424
16,27378.562571190552,15975.693581427928,308.7609786016292,0.0,0.0,5007.503420268385,0.0
17,29567.092752748067,0.0,0.0,0.0,2802.7077536346364,0.0,8960.869481641868
18,11133.507158166549,0.0,0.0,955.8633060627209,0.0,7131.322310432324,0.0
19,8994.37304057921,0.0,2391.2109042942357,0.0,8581.438660035685,0.0,0.0
20,7032.670057995662,1495.1895909509656,0.0,8579.94427442586,0.0,0.0,0.0
21,16074.343269331306,0.0,8123.8148712058355,0.0,0.0,0.0,0.0
22,0.0,10556.37931643352,0.0,0.0,0.0,0.0,0.0
23,25097.96873543325,0.0,1159.4706789793474,0.0,0.0,0.0,0.0
24,10226.55152667509,2325.3224381368045,0.0,0.0,0.0,0.0,601.0254738072198
25,16948.611662512063,0.0,0.0,0.0,0.0,1583.3892288924126,0.0
26,892.3968447593502,0.0,0.0,0.0,1970.8776040516113,0.0,0.0
