,index,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,87600,62527.71612086335,13573.785070501162,16502.57051745983,862.7586240344756,0.0,437.32587201832376
1,87624,67071.79786834616,2140.570450547719,22005.927755116812,0.0,217.1388785429334,3500.9867220533692
2,87648,70054.33175182273,17139.640713448487,6190.388567613865,2963.4889248737995,0.0,1847.5190742343987
3,87672,72319.79013264307,13307.841305669564,6036.009469524559,0.0,0.0,3062.9693244300947
4,87696,64105.5813751168,11399.443860474083,13161.365386650768,556.3064777281702,0.0,0.0
5,87720,66241.37071223439,26463.677392563408,964.8477770584163,1029.2602153494297,9.513758859747243,0.0
6,87744,53582.644539562665,13474.249512096743,12741.18123168939,982.3600493384524,0.0,1471.0459435837763
7,87768,47628.803923505184,5004.496985511556,23201.123383427293,1853.1772200344835,0.0,0.0
8,87792,56969.01622160175,6487.142105414845,21062.34655009452,1362.7174530197235,0.0,0.0
9,87816,52797.018269483175,8185.431691186182,19359.179228623416,172.8261910116023,111.83186125145033,1031.130528430033
10,87840,70084.31049128162,4627.316875359524,13259.993395493995,0.0,176.84749755772685,220.1533132341275
11,87864,51450.75671116034,10241.793043799582,19219.94865025601,946.0873560031393,0.0,0.0
12,87888,82135.07833557791,11117.525729169949,19419.003809011076,0.0,0.0,1837.4508803057047
13,87912,48914.47536129597,6440.366635400638,18027.165042730623,0.0,0.0,0.0
14,87936,41238.70049900166,7294.536614108296,22002.665473290843,4108.0512528460995,0.0,0.0
15,87960,58924.09981678259,9148.146933521952,24795.528169214078,3334.2403673347676,0.0,0.0
16,87984,56810.92379870219,3201.5285060147944,21723.35539050058,270.1669189687484,0.0,1749.8037227214843
17,88008,56342.21463243467,6615.633979347316,16940.38418080326,4272.604738782849,0.0,660.5135176680812
18,88032,55096.39870574963,11839.469274378287,24755.351474325922,4065.430239139628,0.0,0.0
19,88056,37976.61846897496,3234.6710061854083,34287.93117563031,4447.992461575202,0.0,0.0
20,88080,55163.27983575447,5168.2930978295935,29281.47705481128,4604.410152605623,0.0,0.0
21,88104,60786.389230224726,5287.7700000800105,29014.99144206354,0.0,0.0,0.0
22,88128,56088.26690546861,16006.239313319542,31011.756842551753,424.18703910631393,156.05847011072333,0.0
23,88152,71407.00565967607,12221.160058789766,28041.584252157423,944.4249281505192,315.8439736729492,4682.108870354058
24,88176,55738.12712460653,13781.269094885025,20328.91245134342,0.0,0.0,0.0
25,88200,61180.854608619884,18007.72655954802,23576.87340888222,3353.360652277711,0.0,0.0
26,88224,58521.35252130643,16458.97436573894,29333.844645814508,3609.6386259027267,0.0,0.0
27,88248,57487.523854370316,15343.188398350294,28251.316445139106,4966.13681924702,0.0,0.0
28,88272,61482.9513847614,8827.397044290168,27277.06159868922,3259.4784658907793,0.0,0.0
29,88296,79419.09138506232,13286.923082997955,18212.96659275704,0.0,0.0,120.66290794017124
30,88320,52415.220973950316,12311.931626059635,15952.069786793592,637.9180807351686,0.0,1597.7276667204026
31,88344,72981.23516910538,6930.164656391929,16491.47103446759,1886.3270478393727,787.4195068589223,1516.8823984941564
32,88368,54612.10637330514,6281.284922302155,22996.999378867487,0.0,990.4742483644475,1025.3882754835045
33,88392,61418.52938715297,9566.575431857693,21519.721284287993,0.0,734.296524638951,0.0
34,88416,55733.415141776786,8573.874571900447,26306.46885898064,1654.393528529214,1118.5416418439675,1095.9776922700703
35,88440,59313.076786117046,11613.831337511421,24662.995831423566,3011.1423223028432,955.7860364662794,676.4255262178152
