,index,Path3,Path8,Path14,Path65,Path66
0,3650,0.0,936.9990029010868,564.9187366802802,0.0,0.0
1,3651,0.0,932.1345531623692,0.0,0.0,0.0
2,3652,0.0,1080.345616907906,831.8204931163042,0.0,0.0
3,3653,58.844865937834705,913.6084344387533,518.7388497487341,0.0,0.0
4,3654,275.8599308615891,1166.7064623084398,288.93797835675986,0.0,0.0
5,3655,0.0,1139.577876613144,838.2985689608129,0.0,0.0
6,3656,0.0,1160.1696882955848,279.8564841826673,0.0,0.0
7,3657,0.0,1599.9491959144152,480.98862761892434,0.0,0.0
8,3658,0.0,1103.4994994041026,41.93995526548025,0.0,0.0
9,3659,0.0,875.1242950704802,417.99676986958036,0.0,0.0
10,3660,0.0,924.0650264353776,244.78185814444686,0.0,0.0
11,3661,0.0,1144.0661507870354,468.2452762478319,0.0,0.0
12,3662,0.0,759.8735599928772,0.0,0.0,0.0
13,3663,0.0,1416.5360626203064,693.0240216016513,0.0,0.0
14,3664,0.0,1029.591748813023,217.1831896818509,0.0,0.0
15,3665,0.0,478.84582617059783,173.1022456395989,0.0,0.0
16,3666,0.0,761.4008850757776,228.42405125929662,0.0,0.0
17,3667,0.0,929.5879735107918,540.9564928977618,0.0,0.0
18,3668,0.0,914.1999809877627,807.161333253142,0.0,0.0
19,3669,0.0,953.6567044844514,758.1165039042218,0.0,0.0
20,3670,0.0,1429.1307885169986,911.2782916387163,0.0,0.0
21,3671,0.0,976.504556753226,314.9775345691596,0.0,0.0
22,3672,0.0,1258.279418677304,522.3055706674234,0.0,0.0
23,3673,685.8643007043432,1333.956575978681,484.30515985128784,0.0,0.0
24,3674,0.0,1262.9828952655098,772.4708976072653,0.0,0.0
25,3675,0.0,786.4415815858702,562.3131002459452,0.0,0.0
26,3676,0.0,1118.9267245425913,642.3262644774411,0.0,0.0
27,3677,0.0,777.0104227563664,550.3487393560131,0.0,0.0
28,3678,0.0,894.5836477564418,607.5379984602397,0.0,0.0
29,3679,0.0,1003.1444828782518,276.38365390503515,0.0,0.0
30,3680,0.0,853.4037422425258,612.8606208260196,0.0,0.0
31,3681,0.0,1094.8990384857157,682.5430327031362,0.0,0.0
32,3682,0.0,1111.3400209777562,552.1276583441941,0.0,0.0
33,3683,0.0,893.6300611708094,613.4508438456537,0.0,0.0
