,Constraint,Time,Value
0,Bal5Constraint,1,35.106829110380005
1,Bal5Constraint,2,35.106829110380005
2,Bal5Constraint,3,35.106829110380005
3,Bal5Constraint,4,35.106829110380005
4,Bal5Constraint,5,35.106829110380005
5,Bal5Constraint,6,35.106829110380005
6,Bal5Constraint,7,35.106829110380005
7,Bal5Constraint,8,35.106829110380005
8,Bal5Constraint,9,35.106829110380005
9,Bal5Constraint,10,35.106829110380005
10,Bal5Constraint,11,35.106829110380005
11,Bal5Constraint,12,35.106829110380005
12,Bal5Constraint,13,35.106829110380005
13,Bal5Constraint,14,35.106829110380005
14,Bal5Constraint,15,35.106829110380005
15,Bal5Constraint,16,35.106829110380005
16,Bal5Constraint,17,33.665577464180004
17,Bal5Constraint,18,33.15742911038001
18,Bal5Constraint,19,38.49748075658
19,Bal5Constraint,20,35.106829110380005
20,Bal5Constraint,21,35.106829110380005
21,Bal5Constraint,22,35.106829110380005
22,Bal5Constraint,23,35.106829110380005
23,Bal5Constraint,24,23.778083453999997
24,Bal5Constraint,25,35.106829110380005
25,Bal5Constraint,26,35.106829110380005
26,Bal5Constraint,27,35.106829110380005
27,Bal5Constraint,28,35.106829110380005
28,Bal5Constraint,29,35.106829110380005
29,Bal5Constraint,30,35.106829110380005
30,Bal5Constraint,31,35.106829110380005
31,Bal5Constraint,32,35.106829110380005
32,Bal5Constraint,33,35.106829110380005
33,Bal5Constraint,34,35.106829110380005
34,Bal5Constraint,35,35.106829110380005
35,Bal5Constraint,36,35.106829110380005
36,Bal5Constraint,37,35.106829110380005
37,Bal5Constraint,38,35.106829110380005
38,Bal5Constraint,39,35.106829110380005
39,Bal5Constraint,40,35.106829110380005
40,Bal5Constraint,41,33.665577464180004
41,Bal5Constraint,42,33.15742911038001
42,Bal5Constraint,43,38.49748075658
43,Bal5Constraint,44,35.106829110380005
44,Bal5Constraint,45,35.106829110380005
45,Bal5Constraint,46,35.106829110380005
46,Bal5Constraint,47,35.106829110380005
47,Bal5Constraint,48,23.778083453999997
48,Bal5Constraint,49,23.778083453999997
49,Bal5Constraint,50,23.778083453999997
50,Bal5Constraint,51,23.778083453999997
51,Bal5Constraint,52,23.778083453999997
52,Bal5Constraint,53,22.54824093
53,Bal5Constraint,54,22.54824093
54,Bal5Constraint,55,26.237768501999994
55,Bal5Constraint,56,23.778083453999997
56,Bal5Constraint,57,23.778083453999997
57,Bal5Constraint,58,23.778083453999997
58,Bal5Constraint,59,23.778083453999997
59,Bal5Constraint,60,23.778083453999997
60,Bal5Constraint,61,23.778083453999997
61,Bal5Constraint,62,23.778083453999997
62,Bal5Constraint,63,23.778083453999997
63,Bal5Constraint,64,23.778083453999997
64,Bal5Constraint,65,23.778083453999997
65,Bal5Constraint,66,23.778083453999997
66,Bal5Constraint,67,23.778083453999997
67,Bal5Constraint,68,23.778083453999997
68,Bal5Constraint,69,23.778083453999997
69,Bal5Constraint,70,23.778083453999997
70,Bal5Constraint,71,23.778083453999997
71,Bal5Constraint,72,23.778083453999997
