,Constraint,Time,Value
0,Bal5Constraint,1,21.933319668
1,Bal5Constraint,2,21.933319668
2,Bal5Constraint,3,21.933319668
3,Bal5Constraint,4,21.933319668
4,Bal5Constraint,5,21.933319668
5,Bal5Constraint,6,21.933319668000003
6,Bal5Constraint,7,21.933319667999996
7,Bal5Constraint,8,21.933319668
8,Bal5Constraint,9,21.933319668
9,Bal5Constraint,10,21.933319668
10,Bal5Constraint,11,21.933319668
11,Bal5Constraint,12,21.933319668
12,Bal5Constraint,13,21.933319668
13,Bal5Constraint,14,21.933319668
14,Bal5Constraint,15,21.933319668
15,Bal5Constraint,16,21.933319668
16,Bal5Constraint,17,21.933319668
17,Bal5Constraint,18,21.933319667999996
18,Bal5Constraint,19,21.933319668000003
19,Bal5Constraint,20,21.933319668
20,Bal5Constraint,21,21.933319668
21,Bal5Constraint,22,21.933319668
22,Bal5Constraint,23,21.933319668
23,Bal5Constraint,24,21.933319668
24,Bal5Constraint,25,13.17
25,Bal5Constraint,26,13.17
26,Bal5Constraint,27,13.17
27,Bal5Constraint,28,13.17
28,Bal5Constraint,29,13.17
29,Bal5Constraint,30,13.17
30,Bal5Constraint,31,13.17
31,Bal5Constraint,32,13.17
32,Bal5Constraint,33,13.17
33,Bal5Constraint,34,13.17
34,Bal5Constraint,35,13.17
35,Bal5Constraint,36,13.17
36,Bal5Constraint,37,13.17
37,Bal5Constraint,38,13.17
38,Bal5Constraint,39,13.17
39,Bal5Constraint,40,13.17
40,Bal5Constraint,41,13.17
41,Bal5Constraint,42,-0.0
42,Bal5Constraint,43,26.34
43,Bal5Constraint,44,13.17
44,Bal5Constraint,45,13.17
45,Bal5Constraint,46,13.17
46,Bal5Constraint,47,13.17
47,Bal5Constraint,48,13.17
