,Generator,Time,Value,Zones,Type,$/MWh
0,HERMISTON_1,1,0.0,PNW,Gas,32.28117746418
1,HERMISTON_1,2,0.0,PNW,Gas,32.28117746418
2,HERMISTON_1,3,0.0,PNW,Gas,32.28117746418
3,HERMISTON_1,4,0.0,PNW,Gas,32.28117746418
4,HERMISTON_1,5,0.0,PNW,Gas,32.28117746418
5,HERMISTON_1,6,0.0,PNW,Gas,32.28117746418
6,HERMISTON_1,7,0.0,PNW,Gas,32.28117746418
7,HERMISTON_1,8,0.0,PNW,Gas,32.28117746418
8,HERMISTON_1,9,0.0,PNW,Gas,32.28117746418
9,HERMISTON_1,10,0.0,PNW,Gas,32.28117746418
10,HERMISTON_1,11,0.0,PNW,Gas,32.28117746418
11,HERMISTON_1,12,0.0,PNW,Gas,32.28117746418
12,HERMISTON_1,13,0.0,PNW,Gas,32.28117746418
13,HERMISTON_1,14,0.0,PNW,Gas,32.28117746418
14,HERMISTON_1,15,0.0,PNW,Gas,32.28117746418
15,HERMISTON_1,16,0.0,PNW,Gas,32.28117746418
16,HERMISTON_1,17,0.0,PNW,Gas,32.28117746418
17,HERMISTON_1,18,0.0,PNW,Gas,32.28117746418
18,HERMISTON_1,19,0.0,PNW,Gas,32.28117746418
19,HERMISTON_1,20,0.0,PNW,Gas,32.28117746418
20,HERMISTON_1,21,0.0,PNW,Gas,32.28117746418
21,HERMISTON_1,22,0.0,PNW,Gas,32.28117746418
22,HERMISTON_1,23,0.0,PNW,Gas,32.28117746418
23,HERMISTON_1,24,0.0,PNW,Gas,32.28117746418
24,MINT_FARM_1STG,1,0.0,PNW,Gas,33.15327746418
25,MINT_FARM_1STG,2,0.0,PNW,Gas,33.15327746418
26,MINT_FARM_1STG,3,0.0,PNW,Gas,33.15327746418
27,MINT_FARM_1STG,4,0.0,PNW,Gas,33.15327746418
28,MINT_FARM_1STG,5,0.0,PNW,Gas,33.15327746418
29,MINT_FARM_1STG,6,0.0,PNW,Gas,33.15327746418
30,MINT_FARM_1STG,7,0.0,PNW,Gas,33.15327746418
31,MINT_FARM_1STG,8,0.0,PNW,Gas,33.15327746418
32,MINT_FARM_1STG,9,0.0,PNW,Gas,33.15327746418
33,MINT_FARM_1STG,10,0.0,PNW,Gas,33.15327746418
34,MINT_FARM_1STG,11,0.0,PNW,Gas,33.15327746418
35,MINT_FARM_1STG,12,0.0,PNW,Gas,33.15327746418
36,MINT_FARM_1STG,13,0.0,PNW,Gas,33.15327746418
37,MINT_FARM_1STG,14,0.0,PNW,Gas,33.15327746418
38,MINT_FARM_1STG,15,0.0,PNW,Gas,33.15327746418
39,MINT_FARM_1STG,16,0.0,PNW,Gas,33.15327746418
40,MINT_FARM_1STG,17,0.0,PNW,Gas,33.15327746418
41,MINT_FARM_1STG,18,0.0,PNW,Gas,33.15327746418
42,MINT_FARM_1STG,19,0.0,PNW,Gas,33.15327746418
43,MINT_FARM_1STG,20,0.0,PNW,Gas,33.15327746418
44,MINT_FARM_1STG,21,0.0,PNW,Gas,33.15327746418
45,MINT_FARM_1STG,22,0.0,PNW,Gas,33.15327746418
46,MINT_FARM_1STG,23,0.0,PNW,Gas,33.15327746418
47,MINT_FARM_1STG,24,0.0,PNW,Gas,33.15327746418
48,HERMISTON_PWR_CTG2,1,0.0,PNW,Gas,31.665577464180004
49,HERMISTON_PWR_CTG2,2,0.0,PNW,Gas,31.665577464180004
50,HERMISTON_PWR_CTG2,3,0.0,PNW,Gas,31.665577464180004
51,HERMISTON_PWR_CTG2,4,0.0,PNW,Gas,31.665577464180004
52,HERMISTON_PWR_CTG2,5,0.0,PNW,Gas,31.665577464180004
53,HERMISTON_PWR_CTG2,6,0.0,PNW,Gas,31.665577464180004
54,HERMISTON_PWR_CTG2,7,0.0,PNW,Gas,31.665577464180004
