,Generator,Time,Value,Zones,Type,$/MWh
0,HERMISTON_1,1,0.0,PNW,Gas,30.942525817980002
1,HERMISTON_1,2,0.0,PNW,Gas,30.942525817980002
2,HERMISTON_1,3,0.0,PNW,Gas,30.942525817980002
3,HERMISTON_1,4,0.0,PNW,Gas,30.942525817980002
4,HERMISTON_1,5,0.0,PNW,Gas,30.942525817980002
5,HERMISTON_1,6,0.0,PNW,Gas,30.942525817980002
6,HERMISTON_1,7,0.0,PNW,Gas,30.942525817980002
7,HERMISTON_1,8,0.0,PNW,Gas,30.942525817980002
8,HERMISTON_1,9,0.0,PNW,Gas,30.942525817980002
9,HERMISTON_1,10,0.0,PNW,Gas,30.942525817980002
10,HERMISTON_1,11,0.0,PNW,Gas,30.942525817980002
11,HERMISTON_1,12,0.0,PNW,Gas,30.942525817980002
12,HERMISTON_1,13,0.0,PNW,Gas,30.942525817980002
13,HERMISTON_1,14,0.0,PNW,Gas,30.942525817980002
14,HERMISTON_1,15,0.0,PNW,Gas,30.942525817980002
15,HERMISTON_1,16,0.0,PNW,Gas,30.942525817980002
16,HERMISTON_1,17,0.0,PNW,Gas,30.942525817980002
17,HERMISTON_1,18,0.0,PNW,Gas,30.942525817980002
18,HERMISTON_1,19,0.0,PNW,Gas,30.942525817980002
19,HERMISTON_1,20,0.0,PNW,Gas,30.942525817980002
20,HERMISTON_1,21,0.0,PNW,Gas,30.942525817980002
21,HERMISTON_1,22,0.0,PNW,Gas,30.942525817980002
22,HERMISTON_1,23,0.0,PNW,Gas,30.942525817980002
23,HERMISTON_1,24,0.0,PNW,Gas,30.942525817980002
24,MINT_FARM_1STG,1,0.0,PNW,Gas,31.81462581798
25,MINT_FARM_1STG,2,0.0,PNW,Gas,31.81462581798
26,MINT_FARM_1STG,3,0.0,PNW,Gas,31.81462581798
27,MINT_FARM_1STG,4,0.0,PNW,Gas,31.81462581798
28,MINT_FARM_1STG,5,0.0,PNW,Gas,31.81462581798
29,MINT_FARM_1STG,6,0.0,PNW,Gas,31.81462581798
30,MINT_FARM_1STG,7,0.0,PNW,Gas,31.81462581798
31,MINT_FARM_1STG,8,0.0,PNW,Gas,31.81462581798
32,MINT_FARM_1STG,9,0.0,PNW,Gas,31.81462581798
33,MINT_FARM_1STG,10,0.0,PNW,Gas,31.81462581798
34,MINT_FARM_1STG,11,0.0,PNW,Gas,31.81462581798
35,MINT_FARM_1STG,12,0.0,PNW,Gas,31.81462581798
36,MINT_FARM_1STG,13,0.0,PNW,Gas,31.81462581798
37,MINT_FARM_1STG,14,0.0,PNW,Gas,31.81462581798
38,MINT_FARM_1STG,15,0.0,PNW,Gas,31.81462581798
39,MINT_FARM_1STG,16,0.0,PNW,Gas,31.81462581798
40,MINT_FARM_1STG,17,0.0,PNW,Gas,31.81462581798
41,MINT_FARM_1STG,18,0.0,PNW,Gas,31.81462581798
42,MINT_FARM_1STG,19,0.0,PNW,Gas,31.81462581798
43,MINT_FARM_1STG,20,0.0,PNW,Gas,31.81462581798
44,MINT_FARM_1STG,21,0.0,PNW,Gas,31.81462581798
45,MINT_FARM_1STG,22,0.0,PNW,Gas,31.81462581798
46,MINT_FARM_1STG,23,0.0,PNW,Gas,31.81462581798
47,MINT_FARM_1STG,24,0.0,PNW,Gas,31.81462581798
48,HERMISTON_PWR_CTG2,1,0.0,PNW,Gas,30.32692581798
49,HERMISTON_PWR_CTG2,2,0.0,PNW,Gas,30.32692581798
50,HERMISTON_PWR_CTG2,3,0.0,PNW,Gas,30.32692581798
51,HERMISTON_PWR_CTG2,4,0.0,PNW,Gas,30.32692581798
52,HERMISTON_PWR_CTG2,5,0.0,PNW,Gas,30.32692581798
53,HERMISTON_PWR_CTG2,6,0.0,PNW,Gas,30.32692581798
54,HERMISTON_PWR_CTG2,7,0.0,PNW,Gas,30.32692581798
55,HERMISTON_PWR_CTG2,8,0.0,PNW,Gas,30.32692581798
56,HERMISTON_PWR_CTG2,9,0.0,PNW,Gas,30.32692581798
57,HERMISTON_PWR_CTG2,10,0.0,PNW,Gas,30.32692581798
58,HERMISTON_PWR_CTG2,11,0.0,PNW,Gas,30.32692581798
59,HERMISTON_PWR_CTG2,12,0.0,PNW,Gas,30.32692581798
60,HERMISTON_PWR_CTG2,13,0.0,PNW,Gas,30.32692581798
61,HERMISTON_PWR_CTG2,14,0.0,PNW,Gas,30.32692581798
62,HERMISTON_PWR_CTG2,15,0.0,PNW,Gas,30.32692581798
63,HERMISTON_PWR_CTG2,16,0.0,PNW,Gas,30.32692581798
64,HERMISTON_PWR_CTG2,17,0.0,PNW,Gas,30.32692581798
65,HERMISTON_PWR_CTG2,18,0.0,PNW,Gas,30.32692581798
66,HERMISTON_PWR_CTG2,19,0.0,PNW,Gas,30.32692581798
