,Generator,Zone,Time,NOX lb,SO2 lb,CO2 lb,N2O lb,CO2_equivelent lb
0,HERMISTON_1,PNW,1,0.0,0.0,0.0,0.0,0.0
1,HERMISTON_1,PNW,2,0.0,0.0,0.0,0.0,0.0
2,HERMISTON_1,PNW,3,0.0,0.0,0.0,0.0,0.0
3,HERMISTON_1,PNW,4,0.0,0.0,0.0,0.0,0.0
4,HERMISTON_1,PNW,5,0.0,0.0,0.0,0.0,0.0
5,HERMISTON_1,PNW,6,0.0,0.0,0.0,0.0,0.0
6,HERMISTON_1,PNW,7,0.0,0.0,0.0,0.0,0.0
7,HERMISTON_1,PNW,8,0.0,0.0,0.0,0.0,0.0
8,HERMISTON_1,PNW,9,0.0,0.0,0.0,0.0,0.0
9,HERMISTON_1,PNW,10,0.0,0.0,0.0,0.0,0.0
10,HERMISTON_1,PNW,11,0.0,0.0,0.0,0.0,0.0
11,HERMISTON_1,PNW,12,0.0,0.0,0.0,0.0,0.0
12,HERMISTON_1,PNW,13,0.0,0.0,0.0,0.0,0.0
13,HERMISTON_1,PNW,14,0.0,0.0,0.0,0.0,0.0
14,HERMISTON_1,PNW,15,0.0,0.0,0.0,0.0,0.0
15,HERMISTON_1,PNW,16,0.0,0.0,0.0,0.0,0.0
16,HERMISTON_1,PNW,17,0.0,0.0,0.0,0.0,0.0
17,HERMISTON_1,PNW,18,0.0,0.0,0.0,0.0,0.0
18,HERMISTON_1,PNW,19,0.0,0.0,0.0,0.0,0.0
19,HERMISTON_1,PNW,20,0.0,0.0,0.0,0.0,0.0
20,HERMISTON_1,PNW,21,0.0,0.0,0.0,0.0,0.0
21,HERMISTON_1,PNW,22,0.0,0.0,0.0,0.0,0.0
22,HERMISTON_1,PNW,23,0.0,0.0,0.0,0.0,0.0
23,HERMISTON_1,PNW,24,0.0,0.0,0.0,0.0,0.0
24,MINT_FARM_1STG,PNW,1,0.0,0.0,0.0,0.0,0.0
25,MINT_FARM_1STG,PNW,2,0.0,0.0,0.0,0.0,0.0
26,MINT_FARM_1STG,PNW,3,0.0,0.0,0.0,0.0,0.0
27,MINT_FARM_1STG,PNW,4,0.0,0.0,0.0,0.0,0.0
28,MINT_FARM_1STG,PNW,5,0.0,0.0,0.0,0.0,0.0
29,MINT_FARM_1STG,PNW,6,0.0,0.0,0.0,0.0,0.0
30,MINT_FARM_1STG,PNW,7,0.0,0.0,0.0,0.0,0.0
31,MINT_FARM_1STG,PNW,8,0.0,0.0,0.0,0.0,0.0
32,MINT_FARM_1STG,PNW,9,0.0,0.0,0.0,0.0,0.0
33,MINT_FARM_1STG,PNW,10,0.0,0.0,0.0,0.0,0.0
34,MINT_FARM_1STG,PNW,11,0.0,0.0,0.0,0.0,0.0
35,MINT_FARM_1STG,PNW,12,0.0,0.0,0.0,0.0,0.0
36,MINT_FARM_1STG,PNW,13,0.0,0.0,0.0,0.0,0.0
37,MINT_FARM_1STG,PNW,14,0.0,0.0,0.0,0.0,0.0
38,MINT_FARM_1STG,PNW,15,0.0,0.0,0.0,0.0,0.0
39,MINT_FARM_1STG,PNW,16,0.0,0.0,0.0,0.0,0.0
40,MINT_FARM_1STG,PNW,17,0.0,0.0,0.0,0.0,0.0
41,MINT_FARM_1STG,PNW,18,0.0,0.0,0.0,0.0,0.0
42,MINT_FARM_1STG,PNW,19,0.0,0.0,0.0,0.0,0.0
43,MINT_FARM_1STG,PNW,20,0.0,0.0,0.0,0.0,0.0
44,MINT_FARM_1STG,PNW,21,0.0,0.0,0.0,0.0,0.0
45,MINT_FARM_1STG,PNW,22,0.0,0.0,0.0,0.0,0.0
46,MINT_FARM_1STG,PNW,23,0.0,0.0,0.0,0.0,0.0
