,Zone,Time,Value
0,PGE_valley,1,0.860401036633678
1,PGE_valley,2,0.2151002591584195
2,PGE_valley,3,0.2151002591584195
3,PGE_valley,4,0.28680034554455924
4,PGE_valley,5,0.6453007774752583
5,PGE_valley,6,1.3623016413366564
6,PGE_valley,7,2.151002591584195
7,PGE_valley,8,1.0755012957920975
8,PGE_valley,9,0.2151002591584195
9,PGE_valley,10,0.2151002591584195
10,PGE_valley,11,0.28680034554455924
11,PGE_valley,12,0.430200518316839
12,PGE_valley,13,0.5019006047029788
13,PGE_valley,14,1.2906015549505165
14,PGE_valley,15,1.577401900495076
15,PGE_valley,16,1.720802073267356
16,PGE_valley,17,1.6491019868812156
17,PGE_valley,18,1.2906015549505165
18,PGE_valley,19,0.430200518316839
19,PGE_valley,20,1.2906015549505165
20,PGE_valley,21,2.3661028507426134
21,PGE_valley,22,1.6491019868812156
22,PGE_valley,23,1.7925021596534954
23,PGE_valley,24,2.151002591584195
24,PGE_bay,1,1.6132519436881463
25,PGE_bay,2,0.40331298592203657
26,PGE_bay,3,0.40331298592203657
27,PGE_bay,4,0.5377506478960484
28,PGE_bay,5,1.2099389577661093
29,PGE_bay,6,2.5543155775062307
30,PGE_bay,7,4.033129859220366
31,PGE_bay,8,2.016564929610183
32,PGE_bay,9,0.40331298592203657
33,PGE_bay,10,0.40331298592203657
34,PGE_bay,11,0.5377506478960484
35,PGE_bay,12,0.8066259718440731
36,PGE_bay,13,0.9410636338180851
37,PGE_bay,14,2.4198779155322185
38,PGE_bay,15,2.9576285634282673
39,PGE_bay,16,3.2265038873762926
40,PGE_bay,17,3.092066225402279
41,PGE_bay,18,2.4198779155322185
42,PGE_bay,19,0.8066259718440731
43,PGE_bay,20,2.4198779155322185
44,PGE_bay,21,4.4364428451424
45,PGE_bay,22,3.092066225402279
46,PGE_bay,23,3.360941549350304
47,PGE_bay,24,4.033129859220366
48,SDGE,1,0.9647879271076168
49,SDGE,2,0.2411969817769042
50,SDGE,3,0.2411969817769042
51,SDGE,4,0.3215959757025389
52,SDGE,5,0.7235909453307123
53,SDGE,6,1.5275808845870598
54,SDGE,7,2.4119698177690423
55,SDGE,8,1.2059849088845211
56,SDGE,9,0.2411969817769042
57,SDGE,10,0.2411969817769042
58,SDGE,11,0.3215959757025389
59,SDGE,12,0.4823939635538084
60,SDGE,13,0.5627929574794431
61,SDGE,14,1.4471818906614249
62,SDGE,15,1.768777866363964
63,SDGE,16,1.9295758542152335
64,SDGE,17,1.8491768602895984
65,SDGE,18,1.4471818906614249
66,SDGE,19,0.4823939635538084
67,SDGE,20,1.4471818906614249
68,SDGE,21,2.653166799545945
69,SDGE,22,1.8491768602895984
70,SDGE,23,2.0099748481408684
71,SDGE,24,2.4119698177690423
72,SCE,1,6.07341908212008
73,SCE,2,1.51835477053002
74,SCE,3,1.51835477053002
75,SCE,4,2.0244730273733595
76,SCE,5,4.555064311590058
77,SCE,6,9.616246880023457
78,SCE,7,15.1835477053002
79,SCE,8,7.5917738526501
80,SCE,9,1.51835477053002
81,SCE,10,1.51835477053002
82,SCE,11,2.0244730273733595
83,SCE,12,3.03670954106004
84,SCE,13,3.54282779790338
85,SCE,14,9.110128623180117
86,SCE,15,11.134601650553478
87,SCE,16,12.14683816424016
88,SCE,17,11.640719907396816
89,SCE,18,9.110128623180117
90,SCE,19,3.03670954106004
91,SCE,20,9.110128623180117
92,SCE,21,16.701902475830213
93,SCE,22,11.640719907396816
94,SCE,23,12.652956421083498
95,SCE,24,15.1835477053002
96,PGE_valley,25,19.266822456648864
97,PGE_valley,26,24.31931086311272
98,PGE_valley,27,21.894116428010072
99,PGE_valley,28,19.60365501707978
100,PGE_valley,29,24.656143423543647
101,PGE_valley,30,28.63076763662855
