,Generator,Time,Value,Zones
0,MISSIX_1_QF,1,-0.0,PGE_valley
1,MISSIX_1_QF,2,-0.0,PGE_valley
2,MISSIX_1_QF,3,-0.0,PGE_valley
3,MISSIX_1_QF,4,-0.0,PGE_valley
4,MISSIX_1_QF,5,-0.0,PGE_valley
5,MISSIX_1_QF,6,-0.0,PGE_valley
6,MISSIX_1_QF,7,-0.0,PGE_valley
7,MISSIX_1_QF,8,-0.0,PGE_valley
8,MISSIX_1_QF,9,-0.0,PGE_valley
9,MISSIX_1_QF,10,-0.0,PGE_valley
10,MISSIX_1_QF,11,-0.0,PGE_valley
11,MISSIX_1_QF,12,-0.0,PGE_valley
12,MISSIX_1_QF,13,-0.0,PGE_valley
13,MISSIX_1_QF,14,-0.0,PGE_valley
14,MISSIX_1_QF,15,-0.0,PGE_valley
15,MISSIX_1_QF,16,-0.0,PGE_valley
16,MISSIX_1_QF,17,-0.0,PGE_valley
17,MISSIX_1_QF,18,-0.0,PGE_valley
18,MISSIX_1_QF,19,-0.0,PGE_valley
19,MISSIX_1_QF,20,-0.0,PGE_valley
20,MISSIX_1_QF,21,-0.0,PGE_valley
21,MISSIX_1_QF,22,-0.0,PGE_valley
22,MISSIX_1_QF,23,-0.0,PGE_valley
23,MISSIX_1_QF,24,-0.0,PGE_valley
24,SGREGY_6_SANGER,1,0.0,PGE_valley
25,SGREGY_6_SANGER,2,-0.0,PGE_valley
26,SGREGY_6_SANGER,3,-0.0,PGE_valley
27,SGREGY_6_SANGER,4,-0.0,PGE_valley
28,SGREGY_6_SANGER,5,-0.0,PGE_valley
29,SGREGY_6_SANGER,6,-0.0,PGE_valley
30,SGREGY_6_SANGER,7,-0.0,PGE_valley
31,SGREGY_6_SANGER,8,-0.0,PGE_valley
32,SGREGY_6_SANGER,9,-0.0,PGE_valley
33,SGREGY_6_SANGER,10,-0.0,PGE_valley
34,SGREGY_6_SANGER,11,-0.0,PGE_valley
35,SGREGY_6_SANGER,12,-0.0,PGE_valley
36,SGREGY_6_SANGER,13,-0.0,PGE_valley
37,SGREGY_6_SANGER,14,-0.0,PGE_valley
38,SGREGY_6_SANGER,15,-0.0,PGE_valley
39,SGREGY_6_SANGER,16,-0.0,PGE_valley
40,SGREGY_6_SANGER,17,-0.0,PGE_valley
41,SGREGY_6_SANGER,18,-0.0,PGE_valley
42,SGREGY_6_SANGER,19,-0.0,PGE_valley
43,SGREGY_6_SANGER,20,-0.0,PGE_valley
44,SGREGY_6_SANGER,21,-0.0,PGE_valley
45,SGREGY_6_SANGER,22,-0.0,PGE_valley
46,SGREGY_6_SANGER,23,-0.0,PGE_valley
47,SGREGY_6_SANGER,24,-0.0,PGE_valley
48,SLACK1,1,0.0,PGE_valley
49,SLACK1,2,-0.0,PGE_valley
50,SLACK1,3,-0.0,PGE_valley
51,SLACK1,4,-0.0,PGE_valley
52,SLACK1,5,-0.0,PGE_valley
53,SLACK1,6,-0.0,PGE_valley
54,SLACK1,7,-0.0,PGE_valley
55,SLACK1,8,-0.0,PGE_valley
56,SLACK1,9,-0.0,PGE_valley
57,SLACK1,10,-0.0,PGE_valley
58,SLACK1,11,-0.0,PGE_valley
59,SLACK1,12,-0.0,PGE_valley
60,SLACK1,13,-0.0,PGE_valley
61,SLACK1,14,-0.0,PGE_valley
62,SLACK1,15,-0.0,PGE_valley
63,SLACK1,16,-0.0,PGE_valley
64,SLACK1,17,-0.0,PGE_valley
65,SLACK1,18,-0.0,PGE_valley
66,SLACK1,19,-0.0,PGE_valley
67,SLACK1,20,-0.0,PGE_valley
68,SLACK1,21,-0.0,PGE_valley
69,SLACK1,22,-0.0,PGE_valley
70,SLACK1,23,-0.0,PGE_valley
71,SLACK1,24,-0.0,PGE_valley
72,CHWCHL_1_UNIT,1,0.0,PGE_valley
73,CHWCHL_1_UNIT,2,-0.0,PGE_valley
74,CHWCHL_1_UNIT,3,-0.0,PGE_valley
75,CHWCHL_1_UNIT,4,-0.0,PGE_valley
76,CHWCHL_1_UNIT,5,-0.0,PGE_valley
77,CHWCHL_1_UNIT,6,-0.0,PGE_valley
78,CHWCHL_1_UNIT,7,-0.0,PGE_valley
79,CHWCHL_1_UNIT,8,-0.0,PGE_valley
80,CHWCHL_1_UNIT,9,-0.0,PGE_valley
81,CHWCHL_1_UNIT,10,-0.0,PGE_valley
82,CHWCHL_1_UNIT,11,-0.0,PGE_valley
83,CHWCHL_1_UNIT,12,-0.0,PGE_valley
84,CHWCHL_1_UNIT,13,-0.0,PGE_valley
85,CHWCHL_1_UNIT,14,-0.0,PGE_valley
86,CHWCHL_1_UNIT,15,-0.0,PGE_valley
87,CHWCHL_1_UNIT,16,-0.0,PGE_valley
88,CHWCHL_1_UNIT,17,-0.0,PGE_valley
89,CHWCHL_1_UNIT,18,-0.0,PGE_valley
90,CHWCHL_1_UNIT,19,-0.0,PGE_valley
91,CHWCHL_1_UNIT,20,-0.0,PGE_valley
92,CHWCHL_1_UNIT,21,-0.0,PGE_valley
93,CHWCHL_1_UNIT,22,-0.0,PGE_valley
94,CHWCHL_1_UNIT,23,-0.0,PGE_valley
95,CHWCHL_1_UNIT,24,-0.0,PGE_valley
96,LAPAC_6_UNIT,1,0.0,PGE_valley
97,LAPAC_6_UNIT,2,-0.0,PGE_valley
98,LAPAC_6_UNIT,3,-0.0,PGE_valley
99,LAPAC_6_UNIT,4,-0.0,PGE_valley
100,LAPAC_6_UNIT,5,-0.0,PGE_valley
101,LAPAC_6_UNIT,6,-0.0,PGE_valley
102,LAPAC_6_UNIT,7,-0.0,PGE_valley
103,LAPAC_6_UNIT,8,-0.0,PGE_valley
104,LAPAC_6_UNIT,9,-0.0,PGE_valley
105,LAPAC_6_UNIT,10,-0.0,PGE_valley
106,LAPAC_6_UNIT,11,-0.0,PGE_valley
