,Generator,Zone,Time,NOX lb,SO2 lb,CO2 lb,N2O lb,CO2_equivelent lb
0,MISSIX_1_QF,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
1,MISSIX_1_QF,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
2,MISSIX_1_QF,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
3,MISSIX_1_QF,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
4,MISSIX_1_QF,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
5,MISSIX_1_QF,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
6,MISSIX_1_QF,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
7,MISSIX_1_QF,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
8,MISSIX_1_QF,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
9,MISSIX_1_QF,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
10,MISSIX_1_QF,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
11,MISSIX_1_QF,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
12,MISSIX_1_QF,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
13,MISSIX_1_QF,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
14,MISSIX_1_QF,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
15,MISSIX_1_QF,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
16,MISSIX_1_QF,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
17,MISSIX_1_QF,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
18,MISSIX_1_QF,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
19,MISSIX_1_QF,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
20,MISSIX_1_QF,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
21,MISSIX_1_QF,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
22,MISSIX_1_QF,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
23,MISSIX_1_QF,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
24,SGREGY_6_SANGER,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
25,SGREGY_6_SANGER,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
26,SGREGY_6_SANGER,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
27,SGREGY_6_SANGER,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
28,SGREGY_6_SANGER,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
29,SGREGY_6_SANGER,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
30,SGREGY_6_SANGER,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
31,SGREGY_6_SANGER,PGE_valley,8,0.0,0.0,0.0,0.0,0.0
32,SGREGY_6_SANGER,PGE_valley,9,0.0,0.0,0.0,0.0,0.0
33,SGREGY_6_SANGER,PGE_valley,10,0.0,0.0,0.0,0.0,0.0
34,SGREGY_6_SANGER,PGE_valley,11,0.0,0.0,0.0,0.0,0.0
35,SGREGY_6_SANGER,PGE_valley,12,0.0,0.0,0.0,0.0,0.0
36,SGREGY_6_SANGER,PGE_valley,13,0.0,0.0,0.0,0.0,0.0
37,SGREGY_6_SANGER,PGE_valley,14,0.0,0.0,0.0,0.0,0.0
38,SGREGY_6_SANGER,PGE_valley,15,0.0,0.0,0.0,0.0,0.0
39,SGREGY_6_SANGER,PGE_valley,16,0.0,0.0,0.0,0.0,0.0
40,SGREGY_6_SANGER,PGE_valley,17,0.0,0.0,0.0,0.0,0.0
41,SGREGY_6_SANGER,PGE_valley,18,0.0,0.0,0.0,0.0,0.0
42,SGREGY_6_SANGER,PGE_valley,19,0.0,0.0,0.0,0.0,0.0
43,SGREGY_6_SANGER,PGE_valley,20,0.0,0.0,0.0,0.0,0.0
44,SGREGY_6_SANGER,PGE_valley,21,0.0,0.0,0.0,0.0,0.0
45,SGREGY_6_SANGER,PGE_valley,22,0.0,0.0,0.0,0.0,0.0
46,SGREGY_6_SANGER,PGE_valley,23,0.0,0.0,0.0,0.0,0.0
47,SGREGY_6_SANGER,PGE_valley,24,0.0,0.0,0.0,0.0,0.0
48,SLACK1,PGE_valley,1,0.0,0.0,0.0,0.0,0.0
49,SLACK1,PGE_valley,2,0.0,0.0,0.0,0.0,0.0
50,SLACK1,PGE_valley,3,0.0,0.0,0.0,0.0,0.0
51,SLACK1,PGE_valley,4,0.0,0.0,0.0,0.0,0.0
52,SLACK1,PGE_valley,5,0.0,0.0,0.0,0.0,0.0
53,SLACK1,PGE_valley,6,0.0,0.0,0.0,0.0,0.0
54,SLACK1,PGE_valley,7,0.0,0.0,0.0,0.0,0.0
