,Constraint,Time,Value
0,Bal1Constraint,1,31.9638
1,Bal1Constraint,2,31.9638
2,Bal1Constraint,3,31.9638
3,Bal1Constraint,4,31.9638
4,Bal1Constraint,5,31.9638
5,Bal1Constraint,6,31.9638
6,Bal1Constraint,7,31.9638
7,Bal1Constraint,8,31.9638
8,Bal1Constraint,9,31.9638
9,Bal1Constraint,10,31.9638
10,Bal1Constraint,11,31.9638
11,Bal1Constraint,12,31.9638
12,Bal1Constraint,13,31.9638
13,Bal1Constraint,14,31.9638
14,Bal1Constraint,15,31.9638
15,Bal1Constraint,16,31.9638
16,Bal1Constraint,17,31.9638
17,Bal1Constraint,18,31.9638
18,Bal1Constraint,19,33.622299999999996
19,Bal1Constraint,20,35.91552328767121
20,Bal1Constraint,21,35.3656
21,Bal1Constraint,22,33.4882
22,Bal1Constraint,23,31.9638
23,Bal1Constraint,24,31.9638
24,Bal2Constraint,1,31.9638
25,Bal2Constraint,2,31.9638
26,Bal2Constraint,3,31.9638
27,Bal2Constraint,4,31.9638
28,Bal2Constraint,5,31.9638
29,Bal2Constraint,6,31.9638
30,Bal2Constraint,7,31.9638
31,Bal2Constraint,8,31.9638
32,Bal2Constraint,9,31.9638
33,Bal2Constraint,10,31.9638
34,Bal2Constraint,11,31.9638
35,Bal2Constraint,12,31.9638
36,Bal2Constraint,13,31.9638
37,Bal2Constraint,14,31.9638
38,Bal2Constraint,15,31.9638
39,Bal2Constraint,16,31.9638
40,Bal2Constraint,17,31.9638
41,Bal2Constraint,18,31.9638
42,Bal2Constraint,19,33.622299999999996
43,Bal2Constraint,20,35.91552328767121
44,Bal2Constraint,21,35.3656
45,Bal2Constraint,22,33.4882
46,Bal2Constraint,23,31.9638
47,Bal2Constraint,24,31.9638
48,Bal3Constraint,1,37.6738
49,Bal3Constraint,2,37.6738
50,Bal3Constraint,3,37.6738
51,Bal3Constraint,4,37.6738
52,Bal3Constraint,5,37.6738
53,Bal3Constraint,6,37.6738
54,Bal3Constraint,7,37.6738
55,Bal3Constraint,8,37.6738
56,Bal3Constraint,9,37.6738
57,Bal3Constraint,10,37.6738
58,Bal3Constraint,11,37.6738
59,Bal3Constraint,12,37.6738
60,Bal3Constraint,13,37.6738
61,Bal3Constraint,14,37.6738
62,Bal3Constraint,15,37.6738
63,Bal3Constraint,16,37.6738
64,Bal3Constraint,17,37.6738
65,Bal3Constraint,18,37.6738
66,Bal3Constraint,19,39.3323
67,Bal3Constraint,20,41.625523287671214
68,Bal3Constraint,21,41.0756
69,Bal3Constraint,22,39.1982
70,Bal3Constraint,23,37.6738
71,Bal3Constraint,24,37.6738
72,Bal4Constraint,1,46.1636
73,Bal4Constraint,2,45.0014
74,Bal4Constraint,3,45.0014
75,Bal4Constraint,4,39.458600000000004
76,Bal4Constraint,5,39.458600000000004
77,Bal4Constraint,6,39.458600000000004
78,Bal4Constraint,7,39.458600000000004
79,Bal4Constraint,8,39.458600000000004
80,Bal4Constraint,9,39.064099999999996
81,Bal4Constraint,10,38.6618
82,Bal4Constraint,11,38.483000000000004
83,Bal4Constraint,12,38.3489
84,Bal4Constraint,13,38.3489
85,Bal4Constraint,14,38.483000000000004
86,Bal4Constraint,15,38.6618
87,Bal4Constraint,16,39.511100000000006
88,Bal4Constraint,17,46.1636
89,Bal4Constraint,18,47.6338
90,Bal4Constraint,19,49.2923
91,Bal4Constraint,20,51.585523287671215
92,Bal4Constraint,21,51.0356
93,Bal4Constraint,22,49.1582
94,Bal4Constraint,23,47.6338
95,Bal4Constraint,24,47.3258
96,Bal1Constraint,25,31.171599999999998
97,Bal1Constraint,26,31.171599999999998
98,Bal1Constraint,27,31.171599999999998
99,Bal1Constraint,28,31.171599999999998
100,Bal1Constraint,29,31.171599999999998
101,Bal1Constraint,30,31.171599999999998
102,Bal1Constraint,31,31.171599999999998
103,Bal1Constraint,32,31.171599999999998
104,Bal1Constraint,33,31.171599999999998
105,Bal1Constraint,34,31.171599999999998
106,Bal1Constraint,35,31.1716
107,Bal1Constraint,36,31.171599999999998
108,Bal1Constraint,37,31.171599999999998
109,Bal1Constraint,38,31.171599999999994
110,Bal1Constraint,39,31.171599999999998
111,Bal1Constraint,40,31.171599999999998
112,Bal1Constraint,41,31.171599999999998
113,Bal1Constraint,42,31.171599999999998
114,Bal1Constraint,43,31.5661
115,Bal1Constraint,44,31.878999999999998
116,Bal1Constraint,45,31.5661
117,Bal1Constraint,46,31.245399999999997
118,Bal1Constraint,47,31.171599999999998
119,Bal1Constraint,48,31.171599999999998
120,Bal2Constraint,25,31.171599999999998
121,Bal2Constraint,26,31.171599999999998
122,Bal2Constraint,27,31.171599999999998
123,Bal2Constraint,28,31.171599999999998
124,Bal2Constraint,29,31.171599999999998
125,Bal2Constraint,30,31.171599999999998
126,Bal2Constraint,31,31.171599999999998
127,Bal2Constraint,32,31.171599999999998
128,Bal2Constraint,33,31.171599999999998
129,Bal2Constraint,34,31.171599999999998
130,Bal2Constraint,35,31.1716
131,Bal2Constraint,36,31.171599999999998
132,Bal2Constraint,37,31.171599999999998
133,Bal2Constraint,38,31.171599999999994
134,Bal2Constraint,39,31.171599999999998
135,Bal2Constraint,40,31.171599999999998
136,Bal2Constraint,41,31.171599999999998
137,Bal2Constraint,42,31.171599999999998
138,Bal2Constraint,43,31.5661
139,Bal2Constraint,44,31.878999999999998
140,Bal2Constraint,45,31.5661
141,Bal2Constraint,46,31.245399999999997
142,Bal2Constraint,47,31.171599999999998
143,Bal2Constraint,48,31.171599999999998
144,Bal3Constraint,25,36.8816
145,Bal3Constraint,26,36.8816
146,Bal3Constraint,27,36.8816
147,Bal3Constraint,28,36.8816
148,Bal3Constraint,29,36.8816
149,Bal3Constraint,30,36.8816
150,Bal3Constraint,31,36.8816
151,Bal3Constraint,32,36.8816
152,Bal3Constraint,33,36.8816
153,Bal3Constraint,34,36.8816
154,Bal3Constraint,35,36.8816
155,Bal3Constraint,36,36.8816
156,Bal3Constraint,37,36.8816
157,Bal3Constraint,38,36.8816
158,Bal3Constraint,39,36.8816
159,Bal3Constraint,40,36.8816
160,Bal3Constraint,41,36.8816
161,Bal3Constraint,42,36.8816
162,Bal3Constraint,43,37.2761
163,Bal3Constraint,44,37.589
164,Bal3Constraint,45,37.2761
165,Bal3Constraint,46,36.9554
166,Bal3Constraint,47,36.8816
167,Bal3Constraint,48,36.8816
168,Bal4Constraint,25,45.0014
169,Bal4Constraint,26,39.458600000000004
170,Bal4Constraint,27,39.458600000000004
171,Bal4Constraint,28,39.458600000000004
172,Bal4Constraint,29,39.458600000000004
173,Bal4Constraint,30,39.458600000000004
174,Bal4Constraint,31,39.458600000000004
175,Bal4Constraint,32,39.458600000000004
176,Bal4Constraint,33,38.6618
177,Bal4Constraint,34,38.29639999999999
178,Bal4Constraint,35,38.29639999999999
179,Bal4Constraint,36,38.29639999999999
180,Bal4Constraint,37,38.29639999999999
181,Bal4Constraint,38,38.3489
182,Bal4Constraint,39,38.6618
183,Bal4Constraint,40,39.458600000000004
184,Bal4Constraint,41,46.1636
185,Bal4Constraint,42,46.8416
186,Bal4Constraint,43,47.2361
187,Bal4Constraint,44,47.549
188,Bal4Constraint,45,47.2361
189,Bal4Constraint,46,46.9154
190,Bal4Constraint,47,46.8416
191,Bal4Constraint,48,46.8416
