,0
0,0.0
1,134871.63266552618
2,274710.95064054837
3,374926.8945415529
4,453491.90242564253
5,502427.5539923497
6,568197.648819423
7,555860.5486704644
8,551303.2282610716
9,518122.29591405997
10,495158.1943660532
11,507745.0161314058
