,fd1,fd2,fd3,fd4,fd5,fd6,fd7
0,6.847202000000001,6.847202000000001,6.847202000000001,6.847202000000001,6.847202000000001,6.847202000000001,6.847202000000001
1,6.501464,6.501464,6.501464,6.501464,6.501464,6.501464,6.501464
2,6.209375,6.209375,6.209375,6.209375,6.209375,6.209375,6.209375
3,8.216244999999999,8.216244999999999,8.216244999999999,8.216244999999999,8.216244999999999,8.216244999999999,8.216244999999999
4,8.188426999999999,8.188426999999999,8.188426999999999,8.188426999999999,8.188426999999999,8.188426999999999,8.188426999999999
5,7.087628999999998,7.087628999999998,7.087628999999998,7.087628999999998,7.087628999999998,7.087628999999998,7.087628999999998
6,7.399588,7.399588,7.399588,7.399588,7.399588,7.399588,7.399588
7,16.092713000000003,16.092713000000003,16.092713000000003,16.092713000000003,16.092713000000003,16.092713000000003,16.092713000000003
8,20.485970000000002,20.485970000000002,20.485970000000002,20.485970000000002,20.485970000000002,20.485970000000002,20.485970000000002
9,19.826286000000003,19.826286000000003,19.826286000000003,19.826286000000003,19.826286000000003,19.826286000000003,19.826286000000003
10,16.219881,16.219881,16.219881,16.219881,16.219881,16.219881,16.219881
11,14.12757,14.12757,14.12757,14.12757,14.12757,14.12757,14.12757
12,12.476373,12.476373,12.476373,12.476373,12.476373,12.476373,12.476373
13,11.381535999999999,11.381535999999999,11.381535999999999,11.381535999999999,11.381535999999999,11.381535999999999,11.381535999999999
14,12.780384,12.780384,12.780384,12.780384,12.780384,12.780384,12.780384
15,18.894382999999998,18.894382999999998,18.894382999999998,18.894382999999998,18.894382999999998,18.894382999999998,18.894382999999998
16,26.349607,26.349607,26.349607,26.349607,26.349607,26.349607,26.349607
17,28.507489,28.507489,28.507489,28.507489,28.507489,28.507489,28.507489
18,23.716832000000004,23.716832000000004,23.716832000000004,23.716832000000004,23.716832000000004,23.716832000000004,23.716832000000004
19,22.441178,22.441178,22.441178,22.441178,22.441178,22.441178,22.441178
20,17.956519,17.956519,17.956519,17.956519,17.956519,17.956519,17.956519
21,13.803689,13.803689,13.803689,13.803689,13.803689,13.803689,13.803689
22,11.943857,11.943857,11.943857,11.943857,11.943857,11.943857,11.943857
23,11.101369,11.101369,11.101369,11.101369,11.101369,11.101369,11.101369
24,9.372679,9.372679,9.372679,9.372679,9.372679,9.372679,9.372679
25,8.136764999999999,8.136764999999999,8.136764999999999,8.136764999999999,8.136764999999999,8.136764999999999,8.136764999999999
26,6.614723,6.614723,6.614723,6.614723,6.614723,6.614723,6.614723
27,7.077693999999999,7.077693999999999,7.077693999999999,7.077693999999999,7.077693999999999,7.077693999999999,7.077693999999999
28,6.300776999999998,6.300776999999998,6.300776999999998,6.300776999999998,6.300776999999998,6.300776999999998,6.300776999999998
29,5.575521999999999,5.575521999999999,5.575521999999999,5.575521999999999,5.575521999999999,5.575521999999999,5.575521999999999
30,4.995317999999999,4.995317999999999,4.995317999999999,4.995317999999999,4.995317999999999,4.995317999999999,4.995317999999999
31,3.3779000000000003,3.3779000000000003,3.3779000000000003,3.3779000000000003,3.3779000000000003,3.3779000000000003,3.3779000000000003
32,3.075875999999999,3.075875999999999,3.075875999999999,3.075875999999999,3.075875999999999,3.075875999999999,3.075875999999999
33,1.319367999999999,1.319367999999999,1.319367999999999,1.319367999999999,1.319367999999999,1.319367999999999,1.319367999999999
34,1.359107999999999,1.359107999999999,1.359107999999999,1.359107999999999,1.359107999999999,1.359107999999999,1.359107999999999
35,1.1683559999999993,1.1683559999999993,1.1683559999999993,1.1683559999999993,1.1683559999999993,1.1683559999999993,1.1683559999999993
36,0.9954869999999989,0.9954869999999989,0.9954869999999989,0.9954869999999989,0.9954869999999989,0.9954869999999989,0.9954869999999989
37,25.119654000000004,25.119654000000004,25.119654000000004,25.119654000000004,25.119654000000004,25.119654000000004,25.119654000000004
38,94.199696,94.199696,94.199696,94.199696,94.199696,94.199696,94.199696
39,179.489684,179.489684,179.489684,179.489684,179.489684,179.489684,179.489684
40,206.167146,206.167146,206.167146,206.167146,206.167146,206.167146,206.167146
41,157.304829,157.304829,157.304829,157.304829,157.304829,157.304829,157.304829
42,100.732952,100.732952,100.732952,100.732952,100.732952,100.732952,100.732952
43,57.734272,57.734272,57.734272,57.734272,57.734272,57.734272,57.734272
44,36.338256,36.338256,36.338256,36.338256,36.338256,36.338256,36.338256
